source	target
GO:0036525	GO:0036530
GO:0036525	GO:0036527
GO:0055001	GO:0055002
GO:0055001	GO:0097084
GO:0055001	GO:0055013
GO:0055001	GO:0014904
GO:0048511	GO:0007624
GO:0048511	GO:0007623
GO:0006164	GO:0009152
GO:0006164	GO:0032261
GO:0009152	GO:0006167
GO:0009152	GO:0006177
GO:0009152	GO:0006754
GO:0009152	GO:0006188
GO:0009152	GO:0006171
GO:0009152	GO:0050428
GO:0009152	GO:0006172
GO:0009152	GO:0015937
GO:0009152	GO:0006183
GO:0009152	GO:0006182
GO:0006167	GO:0044208
GO:0006167	GO:0044209
GO:0002335	GO:0002313
GO:0002335	GO:0001923
GO:0002313	GO:0002319
GO:0002313	GO:0002314
GO:0002313	GO:0002315
GO:0002313	GO:0002316
GO:0002313	GO:0002317
GO:0009887	GO:0060993
GO:0009887	GO:0072197
GO:0009887	GO:0035112
GO:0009887	GO:0022612
GO:0009887	GO:0048563
GO:0009887	GO:0042476
GO:0009887	GO:0061113
GO:0009887	GO:0060536
GO:0009887	GO:0048644
GO:0009887	GO:0060439
GO:0009887	GO:0043589
GO:0009887	GO:0061038
GO:0009887	GO:0048562
GO:0009887	GO:0048854
GO:0009887	GO:0048705
GO:0009887	GO:0060425
GO:0009887	GO:0120223
GO:0009887	GO:0060434
GO:0009887	GO:0035262
GO:0009887	GO:0003007
GO:0009887	GO:0060349
GO:0060993	GO:0003338
GO:0008654	GO:0046474
GO:0008654	GO:0033384
GO:0008654	GO:0050992
GO:0008654	GO:0043048
GO:0008654	GO:0009240
GO:0008654	GO:0033386
GO:0008654	GO:0045337
GO:0008654	GO:0006489
GO:0046474	GO:0006663
GO:0046474	GO:0006655
GO:0046474	GO:0006646
GO:0046474	GO:0006659
GO:0046474	GO:0016024
GO:0046474	GO:0006654
GO:0046474	GO:0006661
GO:0046474	GO:0006656
GO:0042180	GO:0006666
GO:0042180	GO:1901661
GO:0042180	GO:0070189
GO:0042180	GO:0042182
GO:0042180	GO:0006127
GO:0006468	GO:0018107
GO:0006468	GO:0018108
GO:0006468	GO:0007258
GO:0006468	GO:0006975
GO:0006468	GO:0046777
GO:0006468	GO:0010998
GO:0006468	GO:0018105
GO:0006468	GO:0007182
GO:0006468	GO:0060389
GO:0006468	GO:0007252
GO:0006468	GO:0018106
GO:0006468	GO:0100002
GO:0006468	GO:0070816
GO:0018107	GO:1903125
GO:0018107	GO:1990443
GO:0023052	GO:0007267
GO:0023052	GO:0035426
GO:0007267	GO:0086019
GO:0007267	GO:0060764
GO:0007267	GO:0003131
GO:0007267	GO:0038002
GO:0007267	GO:0060638
GO:0007267	GO:0060684
GO:0007267	GO:0021937
GO:0007267	GO:0150099
GO:0007267	GO:0150098
GO:0007267	GO:0044345
GO:0007267	GO:0007495
GO:0007267	GO:0035425
GO:0007267	GO:0007214
GO:0007267	GO:0007499
GO:0007267	GO:0038001
GO:0007267	GO:0036363
GO:0007267	GO:0060802
GO:0007267	GO:0198738
GO:0007267	GO:0099156
GO:0007267	GO:0099536
GO:0086019	GO:0086029
GO:0086019	GO:0086018
GO:0086019	GO:0086027
GO:0007034	GO:0007041
GO:0007034	GO:0045324
GO:0007041	GO:0090160
GO:0007041	GO:0008333
GO:0007041	GO:0099074
GO:0008202	GO:0006706
GO:0008202	GO:0008206
GO:0008202	GO:0016125
GO:0008202	GO:0006694
GO:0008202	GO:0008209
GO:0008202	GO:0008210
GO:0008202	GO:0042359
GO:0008202	GO:0008207
GO:0006706	GO:0006710
GO:0006706	GO:0006711
GO:0006706	GO:0042369
GO:0006706	GO:0062175
GO:0006706	GO:0006713
GO:0022602	GO:0001550
GO:0022602	GO:0001543
GO:0022602	GO:0001546
GO:0022602	GO:0001554
GO:0022602	GO:0001544
GO:0022602	GO:0042704
GO:0022602	GO:0001553
GO:0022602	GO:0042699
GO:0022602	GO:0042701
GO:0022602	GO:0060112
GO:0022602	GO:0001545
GO:0022602	GO:0001547
GO:0022602	GO:0061364
GO:0000902	GO:0000904
GO:0000902	GO:0009826
GO:0000904	GO:0034446
GO:0000904	GO:0036344
GO:0000904	GO:0003382
GO:0000904	GO:0001828
GO:0000904	GO:0048667
GO:0000904	GO:0021943
GO:0000904	GO:0098508
GO:0000904	GO:0001831
GO:0000904	GO:0070309
GO:0008206	GO:0030573
GO:0008206	GO:0002152
GO:0018126	GO:0042264
GO:0018126	GO:0042265
GO:0018126	GO:0036138
GO:0035295	GO:0072044
GO:0035295	GO:1905867
GO:0035295	GO:0060872
GO:0035295	GO:0030323
GO:0035295	GO:0061009
GO:0035295	GO:0061205
GO:0035295	GO:0035502
GO:0035295	GO:0048565
GO:0035295	GO:0072189
GO:0072044	GO:0072061
GO:0072044	GO:0072060
GO:0072044	GO:0072205
GO:0046513	GO:0001574
GO:0046513	GO:0106342
GO:0046513	GO:0001572
GO:0001574	GO:0010706
GO:0051791	GO:0048252
GO:0030163	GO:0007039
GO:0030163	GO:0061684
GO:0030163	GO:0006516
GO:0030163	GO:1901143
GO:0030163	GO:0035694
GO:0030163	GO:0007174
GO:0030163	GO:0042159
GO:0030163	GO:0032802
GO:0007039	GO:1905146
GO:0099518	GO:0030050
GO:0035112	GO:0035261
GO:0035112	GO:0048807
GO:0035112	GO:0048808
GO:0035112	GO:0030538
GO:0043687	GO:0034421
GO:0051668	GO:0072657
GO:0051668	GO:0051664
GO:0051668	GO:0051665
GO:0051668	GO:1905572
GO:0072657	GO:0090150
GO:0072657	GO:0097117
GO:0072657	GO:0097119
GO:0072657	GO:0043113
GO:0072657	GO:0044873
GO:0072657	GO:0036228
GO:0072657	GO:1903778
GO:0072657	GO:1903292
GO:0072657	GO:1903361
GO:0072657	GO:0072659
GO:0072657	GO:1903441
GO:0090150	GO:0090151
GO:0090150	GO:0051205
GO:0090150	GO:0032596
GO:0090150	GO:0061951
GO:0090150	GO:0097051
GO:0090151	GO:0051204
GO:0090151	GO:0032979
GO:0090151	GO:0090152
GO:0051204	GO:0001844
GO:0051204	GO:0045040
GO:0051204	GO:0045039
GO:0016032	GO:0046755
GO:0016032	GO:0075523
GO:0016032	GO:0019075
GO:0016032	GO:0019083
GO:0016032	GO:0075525
GO:0016032	GO:0075522
GO:0016032	GO:0019043
GO:0016032	GO:0019082
GO:0016032	GO:0019076
GO:0016032	GO:0019079
GO:0016032	GO:0046745
GO:0016032	GO:0019068
GO:0016032	GO:0019046
GO:0016032	GO:0019081
GO:0016032	GO:0019058
GO:0046755	GO:0046761
GO:0046755	GO:0039702
GO:0060485	GO:0060484
GO:0060485	GO:0003342
GO:0060485	GO:0003197
GO:0060485	GO:0072214
GO:0060485	GO:0061056
GO:0006612	GO:0006620
GO:0006612	GO:0045046
GO:0006612	GO:0006613
GO:0009062	GO:0019626
GO:0009062	GO:0051793
GO:0019626	GO:0019543
GO:0019626	GO:0019606
GO:0019626	GO:0046359
GO:0001562	GO:0042832
GO:0051640	GO:0051656
GO:0051640	GO:0140056
GO:0051640	GO:0051645
GO:0051640	GO:0051646
GO:0051640	GO:0051643
GO:0051640	GO:0051648
GO:0051656	GO:0051303
GO:0051656	GO:0051650
GO:0051656	GO:0043303
GO:0051656	GO:0051683
GO:0051656	GO:0051654
GO:0051656	GO:0000054
GO:0051656	GO:0051293
GO:0051303	GO:0051310
GO:0051303	GO:0090220
GO:0051303	GO:0099606
GO:0051310	GO:0007080
GO:0003279	GO:0003283
GO:0003279	GO:0003281
GO:0003283	GO:0003285
GO:0003170	GO:0003172
GO:0003170	GO:0003171
GO:0003170	GO:1905314
GO:0051604	GO:0080120
GO:0051604	GO:0097428
GO:0051604	GO:0022417
GO:0051604	GO:0015680
GO:0043545	GO:0032324
GO:0000003	GO:0019953
GO:0051650	GO:0048489
GO:0051650	GO:1990771
GO:0051650	GO:1990182
GO:0098542	GO:0034050
GO:0098542	GO:0002215
GO:0098542	GO:0051873
GO:0098542	GO:0045087
GO:0046633	GO:0035739
GO:0046633	GO:0001866
GO:1901661	GO:0006743
GO:1901661	GO:0044597
GO:1901661	GO:0042373
GO:1901661	GO:0044598
GO:0006743	GO:0006744
GO:0006744	GO:0032194
GO:0006744	GO:1901006
GO:0016125	GO:0008203
GO:0008203	GO:0006707
GO:0008203	GO:0090122
GO:0022612	GO:0061682
GO:0022612	GO:0048850
GO:0022612	GO:0060443
GO:0022612	GO:0060512
GO:0022612	GO:0007435
GO:0022612	GO:0072576
GO:0060429	GO:0003158
GO:0060429	GO:0072073
GO:0060429	GO:0061326
GO:0060429	GO:0035846
GO:0060429	GO:0060428
GO:0060429	GO:0061053
GO:0060429	GO:0098773
GO:0060429	GO:0061108
GO:0060429	GO:0071599
GO:0060429	GO:0021915
GO:0060429	GO:0060039
GO:0060429	GO:0003406
GO:0060429	GO:0001840
GO:0060429	GO:0061180
GO:0060429	GO:0035050
GO:0060429	GO:0072190
GO:0003158	GO:0072011
GO:0006655	GO:0032049
GO:0072073	GO:0072163
GO:0072073	GO:0072207
GO:0072163	GO:0072164
GO:0072164	GO:0072177
GO:0072164	GO:0001657
GO:0072164	GO:0072166
GO:0016331	GO:0002072
GO:0016331	GO:0001839
GO:0016331	GO:0060615
GO:0016331	GO:0001842
GO:0051205	GO:0098737
GO:0051205	GO:0045048
GO:0018394	GO:0018393
GO:0018394	GO:0018076
GO:0018393	GO:0016573
GO:0018393	GO:0018003
GO:0018393	GO:0071929
GO:0016573	GO:0043967
GO:0016573	GO:0043969
GO:0016573	GO:0043966
GO:0016573	GO:0043968
GO:0043967	GO:0043981
GO:0043967	GO:0043984
GO:0043967	GO:0043983
GO:0043967	GO:0043982
GO:0050853	GO:1990117
GO:0030728	GO:0001542
GO:1903409	GO:0002149
GO:1903409	GO:0050665
GO:0006082	GO:0018872
GO:0006082	GO:0018969
GO:0006082	GO:0019530
GO:0006082	GO:0032788
GO:0010467	GO:0001816
GO:0010467	GO:1901148
GO:0001816	GO:0032602
GO:0001816	GO:0010573
GO:0001816	GO:0034343
GO:0001816	GO:0071604
GO:0001816	GO:0032637
GO:0001816	GO:0002367
GO:0006955	GO:0006959
GO:0006955	GO:0002251
GO:0006955	GO:0002250
GO:0006955	GO:0002418
GO:0006955	GO:0002437
GO:0006955	GO:0042092
GO:0006959	GO:0006956
GO:0006959	GO:0019730
GO:0006959	GO:0002455
GO:0006956	GO:0006958
GO:0006956	GO:0001867
GO:0006956	GO:0006957
GO:0048732	GO:0032808
GO:0048732	GO:0007431
GO:0048732	GO:0060792
GO:0048732	GO:0021983
GO:0048732	GO:1903709
GO:0048732	GO:0031017
GO:0048732	GO:0048538
GO:0048732	GO:0030879
GO:0048732	GO:0030850
GO:0048732	GO:0061153
GO:0048732	GO:0070384
GO:0048732	GO:0021985
GO:0048732	GO:0060017
GO:0048732	GO:0048733
GO:0048732	GO:0030878
GO:0048732	GO:0030325
GO:0048732	GO:0001889
GO:0003171	GO:0003175
GO:0003171	GO:0003174
GO:0009620	GO:0016046
GO:0009620	GO:0050832
GO:0016046	GO:0001879
GO:0007423	GO:0043586
GO:0007423	GO:0043584
GO:0007423	GO:0043583
GO:0007423	GO:0061193
GO:0007423	GO:0001654
GO:0006486	GO:0006493
GO:0006486	GO:0006487
GO:0006486	GO:0035268
GO:0006493	GO:0016266
GO:0006493	GO:0036066
GO:0006493	GO:0018242
GO:0006493	GO:0018243
GO:0006493	GO:0035269
GO:0016266	GO:0016268
GO:0016266	GO:0016269
GO:0016266	GO:0016267
GO:0047497	GO:0019896
GO:0047497	GO:0098939
GO:0019896	GO:0098957
GO:0019896	GO:0098958
GO:0009056	GO:0030574
GO:0060740	GO:0060442
GO:0060740	GO:0060516
GO:0060740	GO:0060523
GO:0060740	GO:0060513
GO:0060442	GO:0060527
GO:0033036	GO:0010876
GO:0033036	GO:0006403
GO:0033036	GO:0033037
GO:0060562	GO:0003143
GO:0060562	GO:0072173
GO:0060562	GO:0060603
GO:0060562	GO:0061154
GO:0060562	GO:0072178
GO:0060562	GO:0071600
GO:0060562	GO:0061333
GO:0003143	GO:0001947
GO:0006165	GO:0061568
GO:0006165	GO:0061508
GO:0006165	GO:0006174
GO:0006165	GO:0006757
GO:0006165	GO:0061569
GO:0006165	GO:0061571
GO:0006165	GO:0061570
GO:0006165	GO:0006186
GO:0048563	GO:0048050
GO:0048050	GO:0048597
GO:0040011	GO:0036268
GO:0040011	GO:0033058
GO:0040011	GO:0031987
GO:0006611	GO:0045204
GO:0006633	GO:0006636
GO:0006633	GO:0030497
GO:0006633	GO:0009107
GO:0006633	GO:0051792
GO:0006633	GO:0051790
GO:0006636	GO:2001306
GO:0006636	GO:2001303
GO:0009615	GO:0051607
GO:0009615	GO:0098586
GO:0009615	GO:0009597
GO:0051607	GO:0140374
GO:0051607	GO:0044790
GO:0044281	GO:0006730
GO:0044281	GO:0055086
GO:0044281	GO:0006066
GO:0044281	GO:0019627
GO:0044281	GO:0046950
GO:0044281	GO:0006766
GO:0044281	GO:0046415
GO:0044281	GO:0018894
GO:0006730	GO:0035999
GO:0045136	GO:0046544
GO:0045136	GO:0046543
GO:0042698	GO:0044849
GO:0030217	GO:0033077
GO:0030217	GO:0046632
GO:0030217	GO:0002292
GO:0030217	GO:0045065
GO:0030217	GO:0042492
GO:0033077	GO:1904156
GO:0033077	GO:1904155
GO:0033077	GO:1904157
GO:0097531	GO:0002551
GO:0032596	GO:0032597
GO:0032596	GO:0044861
GO:0046337	GO:0070292
GO:0046337	GO:0046338
GO:0031102	GO:0031103
GO:0031102	GO:0031104
GO:0031103	GO:0014012
GO:0007275	GO:0010259
GO:0007275	GO:0009790
GO:0021700	GO:0060074
GO:0021700	GO:0016188
GO:0019730	GO:0019731
GO:0019730	GO:0019732
GO:0019730	GO:0061844
GO:0019731	GO:0043152
GO:0048731	GO:0035272
GO:0048731	GO:0048486
GO:0048731	GO:0060541
GO:0048731	GO:0055123
GO:0048731	GO:0021761
GO:0048731	GO:0048485
GO:0048731	GO:0001944
GO:0048731	GO:0001501
GO:0048731	GO:0048484
GO:0048731	GO:0007417
GO:0048731	GO:0001655
GO:0048731	GO:0002520
GO:0048731	GO:0060037
GO:0048731	GO:0007399
GO:0048731	GO:0007422
GO:0048731	GO:0048483
GO:0048731	GO:0048880
GO:0048731	GO:0021591
GO:0048731	GO:0072359
GO:0005975	GO:0016052
GO:0005975	GO:0044262
GO:0005975	GO:0005996
GO:0005975	GO:0016051
GO:0005975	GO:0005976
GO:0016052	GO:0044275
GO:0016052	GO:0009313
GO:0044275	GO:0019310
GO:0044275	GO:0019391
GO:0070646	GO:0016579
GO:0070646	GO:0000338
GO:0016579	GO:0016578
GO:0016579	GO:1990167
GO:0016579	GO:0071108
GO:0016579	GO:0044313
GO:0016579	GO:0035523
GO:0016579	GO:1990108
GO:0016579	GO:0071947
GO:0016579	GO:0035871
GO:0016579	GO:1990168
GO:0016578	GO:0070537
GO:0016578	GO:0035521
GO:0016578	GO:0035616
GO:0072173	GO:0072282
GO:0072282	GO:0072287
GO:0070988	GO:0070989
GO:0070988	GO:0080111
GO:0070989	GO:0035513
GO:0035513	GO:0035553
GO:0035513	GO:1990983
GO:0035846	GO:0035847
GO:0036336	GO:0002407
GO:0002407	GO:0002408
GO:0007097	GO:0031022
GO:0007097	GO:0022027
GO:0046632	GO:0001865
GO:0046632	GO:0043374
GO:0046632	GO:0043367
GO:0021546	GO:0021572
GO:0021546	GO:0021570
GO:0021546	GO:0021568
GO:0021546	GO:0021571
GO:0021546	GO:0021569
GO:0060840	GO:0035904
GO:0035904	GO:0035907
GO:0060638	GO:0060739
GO:0060638	GO:0060496
GO:0060638	GO:0060665
GO:0019530	GO:0019452
GO:0019530	GO:0042412
GO:0007623	GO:0060086
GO:0007623	GO:0048512
GO:0007623	GO:0097167
GO:0007623	GO:0032922
GO:0046471	GO:0032048
GO:0046471	GO:0036148
GO:0046471	GO:0034478
GO:0032048	GO:0035965
GO:0042476	GO:0042475
GO:0042475	GO:0097187
GO:0042475	GO:0097186
GO:0006047	GO:0006048
GO:0006047	GO:0006049
GO:0002262	GO:0034101
GO:0061515	GO:0035855
GO:0061515	GO:0048821
GO:0061515	GO:0036035
GO:0031128	GO:0072034
GO:0031128	GO:0001759
GO:0031128	GO:0031129
GO:0031128	GO:0060235
GO:0006623	GO:0006622
GO:0006622	GO:0061740
GO:0035426	GO:0060668
GO:0042742	GO:0050830
GO:0042742	GO:0140367
GO:0042742	GO:0009682
GO:0042742	GO:0050829
GO:0006491	GO:1904381
GO:0006491	GO:0016256
GO:0035608	GO:0035611
GO:0035608	GO:0035609
GO:0035608	GO:0035610
GO:0048512	GO:0022410
GO:0048512	GO:0045475
GO:0048512	GO:0042745
GO:0022410	GO:0042748
GO:0022410	GO:0042747
GO:0019882	GO:0002747
GO:0019882	GO:0002504
GO:0019882	GO:0048002
GO:0019882	GO:0019884
GO:0019882	GO:0019883
GO:0019882	GO:0002457
GO:0002507	GO:0002461
GO:0002507	GO:0002517
GO:0002507	GO:0002508
GO:0002507	GO:0072573
GO:0002507	GO:0002519
GO:0044262	GO:0005984
GO:0044262	GO:0006020
GO:0005984	GO:0005991
GO:0005984	GO:0005985
GO:0005984	GO:0000023
GO:0005991	GO:0005993
GO:0005991	GO:0070413
GO:0043113	GO:0072578
GO:0043113	GO:0071340
GO:0043113	GO:0097115
GO:0043113	GO:0060830
GO:0043113	GO:0097118
GO:0072578	GO:0097114
GO:0072578	GO:0097112
GO:0072578	GO:0072579
GO:0140056	GO:1990456
GO:0140056	GO:0048278
GO:0140056	GO:0061817
GO:0140056	GO:0097711
GO:0140056	GO:0016240
GO:0006403	GO:1990280
GO:0006403	GO:0008298
GO:0006403	GO:0048254
GO:0003382	GO:0001886
GO:0003382	GO:0060672
GO:0019083	GO:0019086
GO:0019083	GO:0039695
GO:0019083	GO:0019085
GO:0002517	GO:0002458
GO:0002517	GO:0002870
GO:1905517	GO:0048246
GO:0060706	GO:0060715
GO:0060706	GO:0060707
GO:0030497	GO:0019367
GO:0007548	GO:0046661
GO:0002251	GO:0002385
GO:0002251	GO:0002383
GO:0002251	GO:0002384
GO:0002385	GO:0002227
GO:0061154	GO:0072554
GO:0061154	GO:0061155
GO:0060684	GO:0060683
GO:0060684	GO:0060738
GO:0046967	GO:1903515
GO:0036115	GO:0036116
GO:0036115	GO:0044580
GO:0036115	GO:0036113
GO:0036115	GO:0036114
GO:0042461	GO:0042462
GO:0042462	GO:0046549
GO:0042462	GO:0046548
GO:0098586	GO:0039528
GO:0039528	GO:0039529
GO:0039528	GO:0039530
GO:0072178	GO:0072180
GO:0072178	GO:0039023
GO:0072180	GO:0072181
GO:0061951	GO:0043001
GO:0061951	GO:1903445
GO:0061951	GO:0099638
GO:0043001	GO:0043000
GO:0030473	GO:0021817
GO:0032527	GO:0030970
GO:0045299	GO:0031173
GO:0046434	GO:0046386
GO:0046434	GO:0046168
GO:0046386	GO:0009223
GO:0009223	GO:0006249
GO:0009223	GO:0046079
GO:0009223	GO:0045008
GO:0009223	GO:0046081
GO:0009223	GO:0006253
GO:0009223	GO:0046074
GO:0002504	GO:0002505
GO:0043969	GO:0043979
GO:0043969	GO:0043980
GO:0043966	GO:0097043
GO:0043966	GO:0043972
GO:0043966	GO:0043970
GO:0043966	GO:0043973
GO:0043966	GO:0044154
GO:0002274	GO:0001773
GO:0002274	GO:0042117
GO:0002274	GO:0045576
GO:0002274	GO:0042116
GO:0001773	GO:0043011
GO:0001773	GO:0002277
GO:0043011	GO:0061520
GO:0048745	GO:0061145
GO:0030149	GO:0046514
GO:0030149	GO:0006685
GO:0030149	GO:0046521
GO:0046514	GO:0006689
GO:0046514	GO:0046477
GO:0070189	GO:0019441
GO:0070189	GO:0097052
GO:0060536	GO:0060535
GO:0035521	GO:0035522
GO:0003207	GO:0003211
GO:0003207	GO:0003210
GO:0003211	GO:0003219
GO:0003211	GO:0003218
GO:0048002	GO:0002474
GO:0048002	GO:0002495
GO:0002474	GO:0042590
GO:0002474	GO:0019885
GO:0042590	GO:0002479
GO:0042590	GO:0002480
GO:0070085	GO:0036065
GO:0036065	GO:0036071
GO:0021675	GO:0021545
GO:0021545	GO:0021563
GO:0021545	GO:0021557
GO:0021545	GO:0021564
GO:0021545	GO:0021558
GO:0021545	GO:0021554
GO:0021545	GO:0021562
GO:0021545	GO:0021559
GO:0021545	GO:0021553
GO:0035821	GO:0051709
GO:0035821	GO:0051673
GO:0035821	GO:0044278
GO:0051709	GO:0051712
GO:0009584	GO:0050908
GO:0090220	GO:0045141
GO:0051645	GO:0051684
GO:0060872	GO:0060873
GO:0060872	GO:0060875
GO:0014854	GO:0014870
GO:0018108	GO:0007260
GO:0018108	GO:0042976
GO:0018108	GO:0038083
GO:0051646	GO:0048311
GO:0051646	GO:0051659
GO:0048311	GO:0048312
GO:0008088	GO:0098930
GO:0008088	GO:1990832
GO:0098930	GO:0008090
GO:0098930	GO:0008089
GO:0008090	GO:0099642
GO:0008090	GO:1990049
GO:0061548	GO:0061550
GO:0061548	GO:0061549
GO:0061548	GO:1990791
GO:0061550	GO:0061551
GO:0061550	GO:1903375
GO:0033523	GO:0071894
GO:0008089	GO:0099641
GO:0008089	GO:1990048
GO:0008089	GO:0048490
GO:0008089	GO:0099087
GO:0072012	GO:0072239
GO:0001776	GO:0033023
GO:0001776	GO:0061519
GO:0001776	GO:1990959
GO:0001776	GO:1990960
GO:0001776	GO:0036145
GO:0001776	GO:0001780
GO:0001776	GO:0035702
GO:0001776	GO:0002260
GO:1990845	GO:0002024
GO:0048864	GO:0014032
GO:0014032	GO:0061308
GO:0061308	GO:0061309
GO:0060033	GO:1990384
GO:0060033	GO:0060032
GO:0042197	GO:0018885
GO:0003188	GO:0003190
GO:0003188	GO:0003193
GO:0003190	GO:0003192
GO:0003190	GO:0003195
GO:0006661	GO:0006506
GO:0006661	GO:0046854
GO:0006516	GO:0030167
GO:0006516	GO:0060309
GO:0030167	GO:0030200
GO:0005996	GO:0019321
GO:0005996	GO:0019852
GO:0019321	GO:0019322
GO:0019321	GO:0006014
GO:0019321	GO:0042732
GO:0019321	GO:0005997
GO:0035162	GO:0060215
GO:0006020	GO:0052746
GO:0006020	GO:0006021
GO:0051775	GO:0071461
GO:0009593	GO:0005513
GO:0009593	GO:0032490
GO:0009593	GO:0050907
GO:0009593	GO:0032491
GO:0009593	GO:0003032
GO:0051567	GO:0036124
GO:0051567	GO:0036123
GO:0002011	GO:0003344
GO:0002011	GO:0061386
GO:0048514	GO:0060977
GO:0048514	GO:0048844
GO:0048514	GO:0048845
GO:0048514	GO:0061304
GO:0060977	GO:0060982
GO:0006014	GO:0019303
GO:0055086	GO:0009116
GO:0055086	GO:0015949
GO:0055086	GO:0034656
GO:0009116	GO:0006213
GO:0009116	GO:0042278
GO:0006213	GO:0046135
GO:0007281	GO:0007286
GO:0007281	GO:0048599
GO:0042357	GO:0009229
GO:0097052	GO:0097053
GO:0002431	GO:0038097
GO:0002431	GO:0038096
GO:0150098	GO:0036520
GO:0048844	GO:0061156
GO:0048844	GO:0061626
GO:0048844	GO:0097070
GO:0048844	GO:0035909
GO:0048844	GO:0061441
GO:0030258	GO:0046834
GO:0030258	GO:0030259
GO:0030258	GO:0034440
GO:0030258	GO:0002933
GO:0002064	GO:0060016
GO:0002064	GO:0002066
GO:0002064	GO:0003334
GO:0002064	GO:0001885
GO:0002064	GO:0072144
GO:0002064	GO:0070307
GO:0002064	GO:0060009
GO:0009566	GO:0007338
GO:0019369	GO:0019373
GO:0019369	GO:0019371
GO:0019369	GO:0097267
GO:0019748	GO:0009404
GO:0019748	GO:0006582
GO:0009404	GO:0052314
GO:0009404	GO:0017143
GO:0009404	GO:0009403
GO:0006694	GO:0016126
GO:0006694	GO:0006704
GO:0006694	GO:0061370
GO:0006694	GO:0006699
GO:0016126	GO:0006695
GO:0006695	GO:0033489
GO:0006695	GO:0033490
GO:0042182	GO:1901662
GO:1901662	GO:0042377
GO:1901662	GO:0042361
GO:0042377	GO:0042376
GO:0035568	GO:0018016
GO:0043374	GO:0002302
GO:0043374	GO:0002300
GO:1905314	GO:0003176
GO:1905314	GO:0003177
GO:0006757	GO:0006096
GO:0006096	GO:0061615
GO:0061615	GO:0061620
GO:0061620	GO:0061621
GO:0042117	GO:0002280
GO:0042732	GO:0042843
GO:0042445	GO:0042446
GO:0042445	GO:0042447
GO:0042445	GO:0042403
GO:0042446	GO:0030187
GO:0009826	GO:0009932
GO:0010171	GO:0010172
GO:0046459	GO:0043438
GO:0099638	GO:0099639
GO:0099639	GO:0098887
GO:0097428	GO:0106035
GO:0097428	GO:0106034
GO:0032490	GO:0042494
GO:0032490	GO:0032499
GO:0032490	GO:0032497
GO:0032490	GO:0070392
GO:0045048	GO:0071816
GO:0045048	GO:0045050
GO:0051568	GO:0044648
GO:0051568	GO:0080182
GO:0051568	GO:0097692
GO:0006505	GO:0006507
GO:0006222	GO:0044205
GO:0006222	GO:0044206
GO:0035335	GO:1990264
GO:0006656	GO:0006657
GO:0097084	GO:0060948
GO:0030323	GO:0060435
GO:0016197	GO:0044795
GO:0016197	GO:0032456
GO:0003179	GO:0003184
GO:0003179	GO:0003181
GO:0003179	GO:0003182
GO:0003179	GO:0003180
GO:0003179	GO:0003185
GO:0021782	GO:0014044
GO:0021782	GO:0060857
GO:0021782	GO:0014005
GO:0021782	GO:0014003
GO:0021782	GO:0014002
GO:0048667	GO:0002093
GO:0048667	GO:0008594
GO:0006177	GO:0032263
GO:0008209	GO:0006702
GO:0017185	GO:0018395
GO:0014823	GO:0014850
GO:0014850	GO:0014873
GO:0010390	GO:0035518
GO:0035518	GO:0036353
GO:0046469	GO:0062234
GO:0046854	GO:1902635
GO:0046854	GO:0036092
GO:0020027	GO:0042541
GO:0006658	GO:0006660
GO:0006658	GO:0036150
GO:0006081	GO:0009438
GO:0006081	GO:0046185
GO:0006081	GO:0042822
GO:0006081	GO:0046487
GO:0006081	GO:0019682
GO:0006081	GO:0042574
GO:0006081	GO:0046458
GO:0009438	GO:0019242
GO:0007519	GO:0002074
GO:0007519	GO:0014707
GO:0009595	GO:0060245
GO:0009595	GO:0002355
GO:0060245	GO:0060242
GO:0005985	GO:0005986
GO:0005985	GO:0005987
GO:0002066	GO:0002068
GO:0002066	GO:0060576
GO:0002068	GO:0003322
GO:0002068	GO:0003323
GO:0060119	GO:0060118
GO:0060119	GO:0060117
GO:0060428	GO:0061143
GO:0060428	GO:0061144
GO:0060428	GO:0060481
GO:0072678	GO:0035685
GO:0072678	GO:0072679
GO:0072678	GO:0120117
GO:0072678	GO:0072683
GO:0006477	GO:0006478
GO:0048278	GO:0048211
GO:0048278	GO:0006904
GO:0048278	GO:0090384
GO:0030237	GO:0019101
GO:0042113	GO:0002312
GO:0002312	GO:0045190
GO:0045190	GO:0048289
GO:0045190	GO:0048290
GO:0045190	GO:0048291
GO:0098727	GO:0019827
GO:0098727	GO:0014834
GO:0019827	GO:0035019
GO:0019827	GO:0030718
GO:0019827	GO:0097150
GO:0035019	GO:0072038
GO:0060592	GO:0060594
GO:0007276	GO:0007292
GO:0007276	GO:0048232
GO:0007292	GO:0048477
GO:0008210	GO:0006703
GO:0045058	GO:0043368
GO:0045058	GO:0043366
GO:0045058	GO:0045062
GO:0045058	GO:0043383
GO:0043368	GO:0045059
GO:0032499	GO:0032498
GO:0002286	GO:0002291
GO:0002286	GO:0043316
GO:0008298	GO:0010609
GO:0002437	GO:0002438
GO:0002437	GO:0002439
GO:0002438	GO:0002524
GO:0002524	GO:0001806
GO:0060021	GO:1903929
GO:0060021	GO:0062009
GO:0042759	GO:1900535
GO:0042759	GO:0051122
GO:0008299	GO:0016094
GO:0016094	GO:0019408
GO:0060415	GO:0055008
GO:0060415	GO:0003150
GO:0060415	GO:0060414
GO:0055008	GO:0055009
