source	target
GO:0048856	GO:0048382
GO:0048856	GO:0021767
GO:0048856	GO:0021987
GO:0048856	GO:0021988
GO:0048856	GO:0060322
GO:0048856	GO:0061374
GO:0048856	GO:0090102
GO:0048856	GO:0061055
GO:0048856	GO:1903701
GO:0048856	GO:0016358
GO:0048856	GO:1904888
GO:0048856	GO:0042335
GO:0048856	GO:0061032
GO:0048856	GO:0021592
GO:0048856	GO:0061029
GO:0048856	GO:0031018
GO:0048856	GO:0021680
GO:0048856	GO:0061379
GO:0048856	GO:0060041
GO:0048856	GO:0048840
GO:0048856	GO:0072054
GO:0048856	GO:0003407
GO:0048856	GO:0060749
GO:0048856	GO:0072053
GO:0048856	GO:0001824
GO:0048856	GO:0035878
GO:0048856	GO:0061061
GO:0048856	GO:0035993
GO:0048856	GO:0032836
GO:0048856	GO:0021756
GO:0048856	GO:0021537
GO:0048856	GO:0036302
GO:0048856	GO:0060022
GO:0048856	GO:0001942
GO:0048856	GO:0021854
GO:0048856	GO:0021984
GO:0048856	GO:0021695
GO:0048856	GO:0048286
GO:0048856	GO:0022038
GO:0048856	GO:0021541
GO:0001568	GO:0060674
GO:0001568	GO:0060840
GO:0001568	GO:0072012
GO:0001568	GO:0060976
GO:0001568	GO:0060841
GO:0060674	GO:0060716
GO:0019637	GO:0006753
GO:0019637	GO:0051156
GO:0019637	GO:0043545
GO:0019637	GO:0006003
GO:0019637	GO:0046434
GO:0019637	GO:0042357
GO:0019637	GO:0043647
GO:0019637	GO:0030388
GO:0019637	GO:0006002
GO:0019637	GO:0019693
GO:0019637	GO:0019255
GO:0006753	GO:0009117
GO:0006753	GO:1901293
GO:0006753	GO:0009132
GO:0006753	GO:1901292
GO:0009117	GO:0006220
GO:0009117	GO:0006163
GO:0009117	GO:0106044
GO:0009117	GO:0006165
GO:0009117	GO:0009259
GO:0009117	GO:0009165
GO:0006220	GO:0006221
GO:0006221	GO:0009220
GO:0009220	GO:0006225
GO:0009220	GO:0009224
GO:0009220	GO:0046705
GO:0009220	GO:0006228
GO:0009220	GO:0006222
GO:0009220	GO:0006241
GO:0050896	GO:0051606
GO:0050896	GO:0014854
GO:0050896	GO:0051775
GO:0050896	GO:0014823
GO:0051606	GO:0009582
GO:0051606	GO:0009593
GO:0051606	GO:0009595
GO:0009582	GO:0009583
GO:0009582	GO:0009590
GO:0009582	GO:0016048
GO:0009582	GO:0050982
GO:0009583	GO:0007602
GO:0009583	GO:0009584
GO:0007602	GO:0007604
GO:0007602	GO:0016056
GO:0007602	GO:0007603
GO:0002376	GO:0045321
GO:0002376	GO:0050900
GO:0002376	GO:0002253
GO:0002376	GO:0006955
GO:0002376	GO:0002262
GO:0002376	GO:0019882
GO:0002376	GO:0002507
GO:0002376	GO:0001776
GO:0002376	GO:0045058
GO:0045321	GO:0046649
GO:0045321	GO:0002274
GO:0045321	GO:0002366
GO:0045321	GO:0050902
GO:0045321	GO:0002270
GO:0046649	GO:0042110
GO:0046649	GO:0030098
GO:0046649	GO:0046651
GO:0046649	GO:0042113
GO:0046649	GO:0030101
GO:0042110	GO:0046631
GO:0042110	GO:0002286
GO:0042110	GO:0035709
GO:0046631	GO:0035710
GO:0035710	GO:0035711
GO:0035710	GO:0035712
GO:0048468	GO:0048666
GO:0048468	GO:0055001
GO:0048468	GO:0061515
GO:0048468	GO:0060133
GO:0048468	GO:0048864
GO:0048468	GO:0007281
GO:0048468	GO:0002064
GO:0048468	GO:0003335
GO:0048468	GO:0021782
GO:0048468	GO:0002076
GO:0048468	GO:0002063
GO:0048468	GO:1990963
GO:0048468	GO:0060035
GO:0048468	GO:0048627
GO:0048468	GO:0014031
GO:0048468	GO:0070285
GO:0048468	GO:0030222
GO:0048468	GO:0072141
GO:0048666	GO:0035675
GO:0048666	GO:0021954
GO:0048666	GO:0042461
GO:0048666	GO:0060119
GO:0048666	GO:0048935
GO:0048666	GO:0021891
GO:0048666	GO:0098749
GO:0048666	GO:0003358
GO:0035675	GO:0035677
GO:0006886	GO:0006605
GO:0006886	GO:0065002
GO:0006886	GO:0006611
GO:0006886	GO:0032527
GO:0006886	GO:0006606
GO:0006605	GO:0006625
GO:0006605	GO:0006612
GO:0006605	GO:0006623
GO:0006605	GO:0140450
GO:0006605	GO:0006626
GO:0006625	GO:0016558
GO:0048513	GO:0048568
GO:0048513	GO:0001822
GO:0048513	GO:0048732
GO:0048513	GO:0007423
GO:0048513	GO:0061010
GO:0048513	GO:0060348
GO:0048513	GO:0007420
GO:0048513	GO:0031016
GO:0048513	GO:0060157
GO:0048513	GO:0043588
GO:0048513	GO:0051216
GO:0048513	GO:0021510
GO:0048513	GO:0001890
GO:0048513	GO:0060438
GO:0048513	GO:0007507
GO:0048513	GO:0030324
GO:0048513	GO:0062094
GO:0048513	GO:0007517
GO:0048568	GO:0001892
GO:0048568	GO:1990402
GO:0048568	GO:0035162
GO:0048568	GO:1990403
GO:0048568	GO:0030903
GO:0048568	GO:1990401
GO:0009058	GO:0032964
GO:0009058	GO:1903409
GO:0001822	GO:0001656
GO:0001822	GO:0001823
GO:0001822	GO:0048793
GO:0043170	GO:0019538
GO:0043170	GO:0010467
GO:0043170	GO:1990966
GO:0019538	GO:0006508
GO:0019538	GO:0009100
GO:0019538	GO:0036211
GO:0019538	GO:0006412
GO:0019538	GO:0030091
GO:0019538	GO:0030163
GO:0019538	GO:0051604
GO:0019538	GO:0020027
GO:0019538	GO:0042157
GO:0019538	GO:0042982
GO:0019538	GO:1990000
GO:0019538	GO:0007220
GO:0006508	GO:0016485
GO:0006508	GO:0051603
GO:0006508	GO:0033619
GO:0006508	GO:0070646
GO:0006508	GO:0097264
GO:0016485	GO:0140448
GO:0016485	GO:0031638
GO:0016485	GO:0035551
GO:0016485	GO:0090472
GO:0016485	GO:0016540
GO:0016485	GO:0034982
GO:0016485	GO:0006624
GO:0016485	GO:0071586
GO:0016485	GO:0006465
GO:0016485	GO:0002541
GO:0140448	GO:0016486
GO:0140448	GO:0061837
GO:0140448	GO:0140447
GO:0016486	GO:0030070
GO:0016486	GO:0034231
GO:0016486	GO:0038004
GO:0016486	GO:0034959
GO:0016486	GO:0034230
GO:0016486	GO:0007225
GO:0016486	GO:0120116
GO:0016486	GO:0002003
GO:0009888	GO:0007498
GO:0009888	GO:0060537
GO:0009888	GO:1905072
GO:0009888	GO:0031214
GO:0009888	GO:0048539
GO:0009888	GO:0060485
GO:0009888	GO:0060429
GO:0009888	GO:0007398
GO:0009888	GO:0007492
GO:0009888	GO:0060712
GO:0009888	GO:0002930
GO:0009888	GO:0061548
GO:0009888	GO:0061448
GO:0009888	GO:0046697
GO:0007498	GO:0048368
GO:0007498	GO:0007506
GO:0007498	GO:0048389
GO:0007498	GO:0048339
GO:0007498	GO:0048318
GO:0009100	GO:0009101
GO:0009100	GO:0006491
GO:0009100	GO:0006517
GO:0009100	GO:0006029
GO:0009101	GO:0030166
GO:0009101	GO:0051542
GO:0009101	GO:0045210
GO:0009101	GO:0035780
GO:0009101	GO:0035781
GO:0030166	GO:0015012
GO:0030166	GO:0050651
GO:0030166	GO:0050650
GO:0021954	GO:0021884
GO:0021954	GO:0021894
GO:0021884	GO:0021888
GO:0021884	GO:0021860
GO:0048857	GO:0021762
GO:0048857	GO:0021703
GO:0048857	GO:0021743
GO:0048857	GO:0021759
GO:0048857	GO:0021742
GO:0048857	GO:0021754
GO:0048857	GO:0021750
GO:0048857	GO:0021771
GO:0048857	GO:0021747
GO:0048857	GO:0021757
GO:0048857	GO:0021758
GO:0048857	GO:0021768
GO:0006643	GO:0006665
GO:0006665	GO:0030148
GO:0006665	GO:0030149
GO:0006665	GO:0006672
GO:0030148	GO:0006688
GO:0030148	GO:1905373
GO:0030148	GO:0046513
GO:0030148	GO:0006669
GO:0030148	GO:0006686
GO:0006688	GO:0001576
GO:0001576	GO:0010707
GO:0019695	GO:0042426
GO:0019695	GO:0019285
GO:0060537	GO:0014706
GO:0060537	GO:0048745
GO:0060537	GO:0007519
GO:0014706	GO:0003350
GO:0014706	GO:0048738
GO:0065002	GO:0045041
GO:0065002	GO:0006616
GO:0065002	GO:0016561
GO:0065002	GO:0030150
GO:0065002	GO:0031204
GO:0022414	GO:0003006
GO:0022414	GO:0048609
GO:0022414	GO:0007343
GO:0022414	GO:0060470
GO:0022414	GO:0022602
GO:0022414	GO:0060011
GO:0022414	GO:0035039
GO:0022414	GO:0009566
GO:0022414	GO:0061450
GO:0022414	GO:0060478
GO:0022414	GO:0007344
GO:0022414	GO:0051321
GO:0022414	GO:0060471
GO:0022414	GO:0007566
GO:0022414	GO:0060783
GO:0022414	GO:0060474
GO:0022414	GO:0060767
GO:0022414	GO:0035038
GO:0022414	GO:0060468
GO:0022414	GO:0042628
GO:0022414	GO:0007340
GO:0022414	GO:0035037
GO:0022414	GO:0035036
GO:0022414	GO:0060466
GO:0003006	GO:0007291
GO:0003006	GO:0007530
GO:0003006	GO:0001556
GO:0003006	GO:0048608
GO:0003006	GO:0048515
GO:0003006	GO:0035234
GO:0003006	GO:0001555
GO:0003006	GO:0045136
GO:0003006	GO:0060706
GO:0003006	GO:0007548
GO:0003006	GO:0060741
GO:0003006	GO:0048240
GO:0003006	GO:0001675
GO:0003006	GO:0060008
GO:0003006	GO:0030704
GO:0003006	GO:0001552
GO:0003006	GO:0060742
GO:0003006	GO:0060736
GO:0003006	GO:0033327
GO:0003006	GO:0120316
GO:0003006	GO:0001880
GO:0003006	GO:0120317
GO:0003006	GO:0045137
GO:0003006	GO:0060748
GO:0003006	GO:0007288
GO:0003006	GO:0001541
GO:0003006	GO:0060743
GO:0003006	GO:0060010
GO:0003006	GO:0009994
GO:0003006	GO:0007309
GO:1901293	GO:0009124
GO:1901293	GO:0009142
GO:0009124	GO:0009157
GO:0009124	GO:0009156
GO:0007530	GO:0030238
GO:0007530	GO:0030237
GO:0007530	GO:0007538
GO:0030238	GO:0019102
GO:0030238	GO:0019100
GO:1901135	GO:0009225
GO:1901135	GO:0009052
GO:0009225	GO:0046368
GO:0009225	GO:0019276
GO:0009225	GO:0006047
GO:0009225	GO:0046381
GO:0009225	GO:0006011
GO:0009225	GO:0046398
GO:0009225	GO:0019673
GO:0032365	GO:0032366
GO:0032365	GO:0006853
GO:0032365	GO:0035621
GO:0032365	GO:0015910
GO:0032366	GO:0032367
GO:0032367	GO:0090119
GO:0090119	GO:0090117
GO:0036211	GO:0051725
GO:0036211	GO:0018193
GO:0036211	GO:0006470
GO:0036211	GO:0016570
GO:0036211	GO:0006468
GO:0036211	GO:0018126
GO:0036211	GO:0043687
GO:0036211	GO:0080058
GO:0036211	GO:0006486
GO:0036211	GO:0018293
GO:0036211	GO:0016598
GO:0036211	GO:0006477
GO:0036211	GO:0006471
GO:0036211	GO:0018342
GO:0036211	GO:0006497
GO:0036211	GO:0044524
GO:0036211	GO:0031365
GO:0036211	GO:0018215
GO:0036211	GO:0018158
GO:0036211	GO:0016255
GO:0036211	GO:0018149
GO:0036211	GO:0018277
GO:0036211	GO:0030047
GO:0036211	GO:0043686
GO:0036211	GO:1990743
GO:0036211	GO:0051697
GO:0036211	GO:0018032
GO:0051725	GO:0140290
GO:0051725	GO:0140291
GO:0018193	GO:0018205
GO:0018193	GO:0018208
GO:0018193	GO:0018200
GO:0018193	GO:0018206
GO:0018205	GO:0018022
GO:0018205	GO:0018394
GO:0018205	GO:0034983
GO:0018205	GO:0036047
GO:0018205	GO:0017185
GO:0018205	GO:0018153
GO:0018205	GO:0018272
GO:0018205	GO:0016925
GO:0018205	GO:0016926
GO:0018205	GO:0018057
GO:0018205	GO:0018276
GO:0018205	GO:0009249
GO:0018205	GO:0036528
GO:0018205	GO:0036049
GO:0018205	GO:0008612
GO:0018022	GO:0034968
GO:0034968	GO:0010452
GO:0034968	GO:0034729
GO:0034968	GO:0051567
GO:0034968	GO:0051568
GO:0034968	GO:0034770
GO:0034968	GO:0070734
GO:0010452	GO:0097198
GO:0010452	GO:0097676
GO:0006638	GO:0006639
GO:0006639	GO:0046339
GO:0006639	GO:0006641
GO:0006639	GO:0046464
GO:0046339	GO:0046340
GO:0046339	GO:0006651
GO:0006470	GO:0070940
GO:0006470	GO:0036496
GO:0006470	GO:0035970
GO:0006470	GO:0035335
GO:0006470	GO:0070262
GO:0006470	GO:0035971
GO:0048598	GO:0048617
GO:0048598	GO:0042733
GO:0048598	GO:0042474
GO:0048598	GO:0090177
GO:0048598	GO:0060809
GO:0048598	GO:0048702
GO:0048598	GO:0042473
GO:0048598	GO:0021555
GO:0048598	GO:0055113
GO:0048598	GO:0035880
GO:0048598	GO:0060713
GO:0048598	GO:0060059
GO:0048598	GO:0033505
GO:0048598	GO:0048703
GO:0048598	GO:0048619
GO:0048598	GO:0090103
GO:0048598	GO:0032474
GO:0048598	GO:0007369
GO:0048598	GO:0048613
GO:0048598	GO:0003404
GO:0048598	GO:0060669
GO:0030098	GO:0030183
GO:0030098	GO:0030217
GO:0030098	GO:0001779
GO:0030183	GO:0002327
GO:0030183	GO:0002335
GO:0002327	GO:0002329
GO:0006412	GO:0032543
GO:0006412	GO:0002181
GO:0051603	GO:0019941
GO:0051603	GO:1904211
GO:0051603	GO:0090611
GO:0051603	GO:0010498
GO:0051603	GO:0002077
GO:0019941	GO:0030327
GO:0019941	GO:0006511
GO:0019941	GO:0070407
GO:0050900	GO:0097529
GO:0050900	GO:0071674
GO:0050900	GO:0002523
GO:0050900	GO:0030595
GO:0050900	GO:0002522
GO:0097529	GO:0097530
GO:0097529	GO:0097531
GO:0097529	GO:1905517
GO:0097529	GO:0035696
GO:0097530	GO:0071621
GO:0097530	GO:1990266
GO:0071621	GO:0048245
GO:0071621	GO:0030593
GO:0030705	GO:0010970
GO:0030705	GO:0099518
GO:0010970	GO:0072384
GO:0010970	GO:0098840
GO:0010970	GO:0008088
GO:0010970	GO:0042073
GO:0072384	GO:0047496
GO:0072384	GO:0047497
GO:0072384	GO:0030473
GO:0072384	GO:0036250
GO:0047496	GO:0072383
GO:0047496	GO:0072382
GO:0009812	GO:0052696
GO:0009812	GO:0051552
GO:0016570	GO:0016577
GO:0016570	GO:0016574
GO:0016570	GO:0016571
GO:0016570	GO:0016575
GO:0016577	GO:0070076
GO:0070076	GO:0034720
GO:0070076	GO:0035574
GO:0070076	GO:0070544
GO:0070076	GO:0071557
GO:0070076	GO:0033169
GO:0016574	GO:0033522
GO:0016574	GO:0033523
GO:0016574	GO:0010390
GO:0033522	GO:0036352
GO:0033522	GO:0036351
GO:0033522	GO:0070535
GO:0098840	GO:1990953
GO:0048729	GO:0002009
GO:0048729	GO:0061146
GO:0048729	GO:1905285
GO:0048729	GO:0060415
GO:0048729	GO:0048332
GO:0002009	GO:0061138
GO:0002009	GO:0016331
GO:0002009	GO:0060740
GO:0002009	GO:0060562
GO:0002009	GO:0021993
GO:0002009	GO:0002011
GO:0002009	GO:0001738
GO:0002009	GO:0097536
GO:0002009	GO:0060571
GO:0002009	GO:0060601
GO:0002009	GO:0060026
GO:0002009	GO:0048730
GO:0002009	GO:0072077
GO:0061138	GO:0048754
GO:0061138	GO:0061114
GO:0061138	GO:0060445
GO:0061138	GO:0060670
GO:0048754	GO:0060444
GO:0048754	GO:0001569
GO:0048754	GO:0001658
GO:0048754	GO:0060854
GO:0048754	GO:0060441
GO:0060444	GO:0060745
GO:0060444	GO:0060744
GO:0006163	GO:0006195
GO:0006163	GO:0006164
GO:0006195	GO:0009154
GO:0009154	GO:0046709
GO:0009154	GO:0046712
GO:0009154	GO:0036115
GO:0009154	GO:0015938
GO:0009154	GO:0006196
GO:0009154	GO:1901289
GO:0009154	GO:0046069
GO:0009154	GO:0046032
GO:0009154	GO:0006198
GO:0009154	GO:0046038
GO:0009154	GO:2001294
GO:0009154	GO:1901911
GO:0009154	GO:0046356
GO:0009154	GO:0006204
GO:0009154	GO:0006193
GO:0009154	GO:1902859
GO:0018208	GO:0019511
GO:0018208	GO:0035568
GO:0018208	GO:0000413
GO:0019511	GO:0018400
GO:0019511	GO:0018401
GO:0006631	GO:0001676
GO:0006631	GO:0051791
GO:0006631	GO:0009062
GO:0006631	GO:0006633
GO:0006631	GO:0019372
GO:0006631	GO:0046459
GO:0006631	GO:0000038
GO:0001676	GO:1903512
GO:0001676	GO:0036109
GO:0001676	GO:0019369
GO:0001676	GO:0043651
GO:0001676	GO:0042759
GO:0001676	GO:0042758
GO:0035239	GO:0048546
GO:0035239	GO:0048514
GO:0035239	GO:0060436
GO:0035239	GO:0048752
GO:0035239	GO:0060197
GO:0048546	GO:0061031
GO:0051156	GO:0006098
GO:0051156	GO:0009051
GO:0031099	GO:0042246
GO:0031099	GO:0031102
GO:0042246	GO:1990523
GO:0042246	GO:0043403
GO:0042246	GO:0061026
GO:0006720	GO:0042214
GO:0006720	GO:0008299
GO:0042214	GO:0016119
GO:0016119	GO:1901810
GO:0016119	GO:0016121
GO:0002253	GO:0002757
GO:0002253	GO:0002218
GO:0002757	GO:0002429
GO:0002429	GO:0050851
GO:0002429	GO:0002431
GO:0002429	GO:0002430
GO:0050851	GO:0050852
GO:0050851	GO:0050853
GO:0031214	GO:0034505
GO:0031214	GO:0045299
GO:0031214	GO:0030282
GO:0034505	GO:0070166
GO:0034505	GO:0071529
GO:0034505	GO:0097188
GO:0044419	GO:0051707
GO:0044419	GO:0035821
GO:0044419	GO:0044111
GO:0044419	GO:0031640
GO:0051707	GO:0009617
GO:0051707	GO:0001562
GO:0051707	GO:0098542
GO:0051707	GO:0009620
GO:0051707	GO:0009615
GO:0051707	GO:0009624
GO:0009617	GO:0009609
GO:0009617	GO:0042742
GO:0009617	GO:0140460
GO:0009617	GO:0140459
GO:0009617	GO:0016045
GO:0048608	GO:0048806
GO:0048608	GO:0060067
GO:0048608	GO:0060066
GO:0048608	GO:0060065
GO:0048608	GO:0008406
GO:0048608	GO:0072520
GO:0048806	GO:0030540
GO:0048806	GO:0030539
GO:0030540	GO:0060068
GO:0071674	GO:0072676
GO:0071674	GO:0036336
GO:0072676	GO:0048247
GO:0072676	GO:0072678
GO:0072676	GO:0097021
GO:0048247	GO:0002518
GO:0048247	GO:0035747
GO:0048247	GO:0035754
GO:0048247	GO:0010818
GO:0046651	GO:0042098
GO:0046651	GO:0042100
GO:0042098	GO:0050798
GO:0042098	GO:0046633
GO:0042098	GO:0001777
GO:0042098	GO:0002309
GO:0048609	GO:0060136
GO:0048609	GO:0030728
GO:0048609	GO:0042713
GO:0048609	GO:0042698
GO:0048609	GO:0007320
GO:0048609	GO:0007341
GO:0048609	GO:0007276
GO:0048609	GO:0022605
GO:0048609	GO:0060137
GO:0048609	GO:0043084
GO:0048609	GO:0060135
GO:0048609	GO:0070684
GO:0048609	GO:0061956
GO:0048646	GO:0001525
GO:0048646	GO:0006949
GO:0048646	GO:0001704
GO:0048646	GO:0021588
GO:0048646	GO:0014028
GO:0048646	GO:0010842
GO:0048646	GO:0030220
GO:0048646	GO:0003207
GO:0048646	GO:0035802
GO:0048646	GO:0072033
GO:0048646	GO:0003188
GO:0048646	GO:0021688
GO:0048646	GO:0032475
GO:0048646	GO:0021508
GO:0048646	GO:0060174
GO:0048646	GO:0060592
GO:0048646	GO:0021819
GO:0048646	GO:0003408
GO:0048646	GO:0060661
GO:0048646	GO:0035148
GO:0048646	GO:1905327
GO:0048646	GO:0048645
GO:0048646	GO:0001756
GO:0048646	GO:0021697
GO:0048646	GO:0002467
GO:0048646	GO:0001825
GO:0048646	GO:0003272
GO:0048646	GO:0060061
GO:0048646	GO:0060214
GO:0048646	GO:0021502
GO:0048646	GO:0048859
GO:0048646	GO:0014029
GO:0048646	GO:0090009
GO:0048646	GO:0061198
GO:0048646	GO:0021501
GO:0048646	GO:0021694
GO:0048646	GO:0060900
GO:0048646	GO:0021556
GO:0048646	GO:0021509
GO:0048646	GO:0072003
GO:0048646	GO:0035992
GO:0001525	GO:0060978
GO:0001525	GO:0002040
GO:0001525	GO:0072104
GO:0001525	GO:0060055
GO:0001525	GO:0002041
GO:0006511	GO:0043161
GO:0006511	GO:0030579
GO:0006511	GO:0043162
GO:0043161	GO:0071596
GO:0043161	GO:0036369
GO:0043161	GO:0031146
GO:0043161	GO:0031145
GO:0043161	GO:0071630
GO:0043161	GO:1990116
GO:0043161	GO:0071629
GO:0043161	GO:0140627
GO:0043161	GO:0030433
GO:0031503	GO:0097120
GO:0031503	GO:0035853
GO:0031503	GO:0031144
GO:0031503	GO:0097695
GO:0031503	GO:0072356
GO:0031503	GO:0033566
GO:0031503	GO:0051601
GO:0031503	GO:0099637
GO:0031503	GO:0140706
GO:0031503	GO:0099590
GO:0097120	GO:0098971
GO:0097120	GO:0098968
GO:0097120	GO:0098970
GO:0097120	GO:1900383
GO:0097120	GO:0099645
GO:0033619	GO:0031293
GO:0033619	GO:0006509
GO:0018200	GO:0017187
GO:0018200	GO:0035608
GO:0018200	GO:0018095
GO:0018200	GO:0018094
GO:0018200	GO:0018002
GO:0006949	GO:0000768
GO:0000768	GO:0072675
GO:0000768	GO:0007520
GO:0000768	GO:0034238
GO:0001704	GO:0001707
GO:0001704	GO:0001706
GO:0001704	GO:0001705
GO:0001707	GO:0048320
GO:0001707	GO:0048370
GO:0001707	GO:0048341
GO:0031638	GO:0097202
GO:0031638	GO:0031639
GO:0031638	GO:0032023
GO:0106044	GO:0106045
GO:0106044	GO:0106046
GO:0030091	GO:0036525
GO:0036525	GO:0036526
GO:0036525	GO:0036529
