name,fn_met_active_neigh,genes,max,min,weight
9755,0.337950139,CLEC14A,0.4,0.3,0.149305013
1453,0.337931034,TSKS,0.4,0.3,0.149305013
17261,0.337931034,TOMM5,0.4,0.3,0.149305013
16503,0.337899543,SLITRK3,0.4,0.3,0.149305013
16801,0.337899543,FYB,0.4,0.3,0.149305013
19107,0.337899543,339010,0.4,0.3,0.149305013
331,0.337883959,OSM,0.4,0.3,0.149305013
18988,0.337874659,ARHGAP23,0.4,0.3,0.149305013
17592,0.337871287,TUBGCP2,0.4,0.3,0.149305013
12591,0.337846551,POLA1,0.4,0.3,0.149305013
11328,0.337837838,C10orf99,0.4,0.3,0.149305013
12751,0.337837838,LRRC19,0.4,0.3,0.149305013
17298,0.337837838,ZNF426,0.4,0.3,0.149305013
13919,0.337807606,RPS29,0.4,0.3,0.149305013
11100,0.337801609,ZNF831,0.4,0.3,0.149305013
5239,0.337792642,UNKL,0.4,0.3,0.149305013
14327,0.33778626,DOPEY2,0.4,0.3,0.149305013
10726,0.337777778,GPR89B,0.4,0.3,0.149305013
11465,0.337777778,TCEAL6,0.4,0.3,0.149305013
12148,0.337748344,MUC21,0.4,0.3,0.149305013
17323,0.337730871,ATXN7,0.4,0.3,0.149305013
5551,0.337719298,RFXANK,0.4,0.3,0.149305013
10855,0.337719298,AMIGO1,0.4,0.3,0.149305013
14055,0.337719298,ZSCAN29,0.4,0.3,0.149305013
7721,0.337704918,GPR173,0.4,0.3,0.149305013
8362,0.337675351,ATAD1,0.4,0.3,0.149305013
1966,0.337662338,CFHR5,0.4,0.3,0.149305013
13219,0.337662338,FAM131A,0.4,0.3,0.149305013
15255,0.337662338,SLA,0.4,0.3,0.149305013
15948,0.337620579,CCNB1IP1,0.4,0.3,0.149305013
7696,0.337616822,WT1,0.4,0.3,0.149305013
19193,0.337606838,CCL15,0.4,0.3,0.149305013
3029,0.337593184,LSG1,0.4,0.3,0.149305013
15257,0.337585868,GDI1,0.4,0.3,0.149305013
4820,0.337579618,COG5,0.4,0.3,0.149305013
5293,0.337579618,C8orf46,0.4,0.3,0.149305013
8624,0.337579618,ENSA,0.4,0.3,0.149305013
16215,0.337579618,ZNF732,0.4,0.3,0.149305013
7378,0.337552743,LYG2,0.4,0.3,0.149305013
755,0.3375,SFXN3,0.4,0.3,0.149305013
3125,0.3375,RNF141,0.4,0.3,0.149305013
4577,0.3375,ENSG00000243667,0.4,0.3,0.149305013
7720,0.3375,C11orf87,0.4,0.3,0.149305013
10386,0.3375,ZBTB37,0.4,0.3,0.149305013
19116,0.3375,ENSG00000274102,0.4,0.3,0.149305013
7200,0.33747412,MAP1S,0.4,0.3,0.149305013
14375,0.33744856,ENHO,0.4,0.3,0.149305013
9314,0.33740458,PIGR,0.4,0.3,0.149305013
16123,0.337398374,LRRC15,0.4,0.3,0.149305013
12855,0.337389381,BTF3,0.4,0.3,0.149305013
19221,0.337389381,CTDP1,0.4,0.3,0.149305013
1074,0.337375965,CEBPZ,0.4,0.3,0.149305013
13493,0.337373737,TIRAP,0.4,0.3,0.149305013
16911,0.337365591,STMN2,0.4,0.3,0.149305013
17940,0.337361531,MLST8,0.4,0.3,0.149305013
1900,0.337349398,HRASLS2,0.4,0.3,0.149305013
6921,0.337349398,PAQR4,0.4,0.3,0.149305013
6676,0.337301587,BID,0.4,0.3,0.149305013
19200,0.337301587,CLEC18A,0.4,0.3,0.149305013
1277,0.33729881,EGR2,0.4,0.3,0.149305013
4546,0.337243402,ARPC5,0.4,0.3,0.149305013
7504,0.337236534,KANK3,0.4,0.3,0.149305013
18455,0.337236534,OAZ1,0.4,0.3,0.149305013
9259,0.337231969,TRIM13,0.4,0.3,0.149305013
4433,0.337209302,ZNF250,0.4,0.3,0.149305013
8509,0.337209302,POTEH,0.4,0.3,0.149305013
14873,0.337209302,LYG1,0.4,0.3,0.149305013
15770,0.337194337,NOP14,0.4,0.3,0.149305013
10075,0.337142857,TMEM184B,0.4,0.3,0.149305013
12889,0.337106918,SBF1,0.4,0.3,0.149305013
5181,0.337078652,ANKRD33,0.4,0.3,0.149305013
7690,0.337078652,TMEM173,0.4,0.3,0.149305013
7697,0.337078652,RAB11FIP1,0.4,0.3,0.149305013
2388,0.337062937,TAOK1,0.4,0.3,0.149305013
13821,0.337040205,CDK1,0.4,0.3,0.149305013
6663,0.337020649,RPS15A,0.4,0.3,0.149305013
673,0.337016575,TMEM147,0.4,0.3,0.149305013
1899,0.336996337,RARRES3,0.4,0.3,0.149305013
11466,0.336996337,TCEAL2,0.4,0.3,0.149305013
719,0.336956522,AIMP2,0.4,0.3,0.149305013
6494,0.336956522,UBE2N,0.4,0.3,0.149305013
10773,0.336956522,CMC4,0.4,0.3,0.149305013
19251,0.336956522,ZNF283,0.4,0.3,0.149305013
1685,0.336936937,GADD45G,0.4,0.3,0.149305013
3822,0.336933045,PRSS23,0.4,0.3,0.149305013
3020,0.336925695,ANKRD32,0.4,0.3,0.149305013
1582,0.336898396,KLK12,0.4,0.3,0.149305013
8337,0.336898396,CCDC88A,0.4,0.3,0.149305013
13732,0.336882865,RPL34,0.4,0.3,0.149305013
3107,0.336874052,ELMOD1,0.4,0.3,0.149305013
7900,0.336856011,MRPL40,0.4,0.3,0.149305013
8836,0.336842105,ZNF648,0.4,0.3,0.149305013
1776,0.336828309,PDLIM4,0.4,0.3,0.149305013
15505,0.336814621,ENSG00000248235,0.4,0.3,0.149305013
3558,0.336805556,PYURF,0.4,0.3,0.149305013
13426,0.336787565,ZNF566,0.4,0.3,0.149305013
14858,0.336787565,ZNF385B,0.4,0.3,0.149305013
4122,0.336772983,MED7,0.4,0.3,0.149305013
18029,0.336772983,USP6,0.4,0.3,0.149305013
3735,0.336769759,ZNF214,0.4,0.3,0.149305013
2613,0.336734694,ZNF225,0.4,0.3,0.149305013
4336,0.336734694,PGLYRP3,0.4,0.3,0.149305013
7902,0.336734694,TREX2,0.4,0.3,0.149305013
684,0.336723164,LAMB1,0.4,0.3,0.149305013
2653,0.336705202,CNN2,0.4,0.3,0.149305013
9446,0.336683417,FRMD4A,0.4,0.3,0.149305013
11972,0.336683417,DCAF17,0.4,0.3,0.149305013
6279,0.336676218,STAB1,0.4,0.3,0.149305013
17458,0.336670839,ADAP1,0.4,0.3,0.149305013
5437,0.336656891,UBE2E1,0.4,0.3,0.149305013
445,0.336633663,ZFP64,0.4,0.3,0.149305013
9995,0.336633663,DDIT4L,0.4,0.3,0.149305013
19014,0.336633663,SOCS7,0.4,0.3,0.149305013
3885,0.336614173,AMN1,0.4,0.3,0.149305013
16039,0.336601307,COLEC11,0.4,0.3,0.149305013
2903,0.336598397,UBE2S,0.4,0.3,0.149305013
8093,0.336590662,VPS39,0.4,0.3,0.149305013
18868,0.336588542,ITCH,0.4,0.3,0.149305013
2019,0.336585366,HILPDA,0.4,0.3,0.149305013
7331,0.336585366,C5orf22,0.4,0.3,0.149305013
11876,0.336580087,KLF4,0.4,0.3,0.149305013
5588,0.336577453,PCBP1,0.4,0.3,0.149305013
5298,0.336538462,ZNF396,0.4,0.3,0.149305013
10698,0.336512262,BAG3,0.4,0.3,0.149305013
1861,0.336510963,HAPLN2,0.4,0.3,0.149305013
15061,0.336507937,PLEKHM1,0.4,0.3,0.149305013
7581,0.336483932,PHACTR1,0.4,0.3,0.149305013
7228,0.336448598,CHCHD5,0.4,0.3,0.149305013
10241,0.336448598,CR2,0.4,0.3,0.149305013
10811,0.336448598,SORCS3,0.4,0.3,0.149305013
11428,0.336448598,TCEAL4,0.4,0.3,0.149305013
13427,0.336434109,SNX9,0.4,0.3,0.149305013
3410,0.336426914,IGLON5,0.4,0.3,0.149305013
6338,0.336426914,CLPTM1L,0.4,0.3,0.149305013
10220,0.336426914,ANGEL2,0.4,0.3,0.149305013
18175,0.336416185,PIAS2,0.4,0.3,0.149305013
3404,0.336391437,KLHDC4,0.4,0.3,0.149305013
11490,0.336391437,WISP2,0.4,0.3,0.149305013
7075,0.336388634,EIF4E1B,0.4,0.3,0.149305013
6054,0.336363636,ARHGAP32,0.4,0.3,0.149305013
13075,0.336363636,CLEC6A,0.4,0.3,0.149305013
15202,0.336343115,LHFPL3,0.4,0.3,0.149305013
9869,0.33632287,SCYL2,0.4,0.3,0.149305013
15147,0.336314848,CHD7,0.4,0.3,0.149305013
17665,0.336309524,CPM,0.4,0.3,0.149305013
17830,0.336294416,ADAM8,0.4,0.3,0.149305013
5034,0.336283186,ATMIN,0.4,0.3,0.149305013
15155,0.336283186,KLLN,0.4,0.3,0.149305013
14010,0.33625731,LRRC3B,0.4,0.3,0.149305013
18752,0.336252189,BORA,0.4,0.3,0.149305013
8695,0.336244541,CCNYL1,0.4,0.3,0.149305013
11631,0.336244541,VSTM2L,0.4,0.3,0.149305013
14031,0.336244541,SNAI2,0.4,0.3,0.149305013
13164,0.336236934,MSLN,0.4,0.3,0.149305013
11211,0.336231884,COA7,0.4,0.3,0.149305013
7351,0.336225597,SENP5,0.4,0.3,0.149305013
18668,0.336206897,ZNF714,0.4,0.3,0.149305013
13765,0.336196682,PPP3CA,0.4,0.3,0.149305013
17250,0.336189848,CD19,0.4,0.3,0.149305013
4533,0.336170213,LAPTM5,0.4,0.3,0.149305013
11798,0.336158192,TRIM63,0.4,0.3,0.149305013
5203,0.336088154,TSR1,0.4,0.3,0.149305013
4458,0.336065574,BAX,0.4,0.3,0.149305013
13290,0.336065574,CAMSAP1,0.4,0.3,0.149305013
19137,0.336058129,SYNRG,0.4,0.3,0.149305013
10457,0.336040609,USF1,0.4,0.3,0.149305013
6463,0.33603708,DNMBP,0.4,0.3,0.149305013
18833,0.33603708,POLD2,0.4,0.3,0.149305013
15168,0.336,CHFR,0.4,0.3,0.149305013
18132,0.336,C17orf75,0.4,0.3,0.149305013
14169,0.335977337,ITGB2,0.4,0.3,0.149305013
11405,0.335947712,YBX1,0.4,0.3,0.149305013
7814,0.3359375,OTOP2,0.4,0.3,0.149305013
9923,0.33592233,ASTN2,0.4,0.3,0.149305013
6142,0.335907336,ASPHD1,0.4,0.3,0.149305013
130,0.335897436,ACAP1,0.4,0.3,0.149305013
14423,0.335892514,SFI1,0.4,0.3,0.149305013
5616,0.335877863,GPRIN1,0.4,0.3,0.149305013
12072,0.335849057,SECISBP2,0.4,0.3,0.149305013
8708,0.335820896,SLC35F4,0.4,0.3,0.149305013
10774,0.335811648,RNGTT,0.4,0.3,0.149305013
4151,0.335800808,CCT8,0.4,0.3,0.149305013
2732,0.335793358,LCN1,0.4,0.3,0.149305013
8583,0.335787089,TUBB4B,0.4,0.3,0.149305013
6911,0.335786569,ANKRD23,0.4,0.3,0.149305013
688,0.335766423,CPA4,0.4,0.3,0.149305013
3790,0.335766423,ORAOV1,0.4,0.3,0.149305013
17048,0.335731415,FAT3,0.4,0.3,0.149305013
2836,0.33572711,LAMC2,0.4,0.3,0.149305013
13065,0.33572711,GPNMB,0.4,0.3,0.149305013
578,0.335683297,AGO2,0.4,0.3,0.149305013
14808,0.335664336,APOPT1,0.4,0.3,0.149305013
19045,0.335646141,LPP,0.4,0.3,0.149305013
18661,0.335640138,SPPL2B,0.4,0.3,0.149305013
8966,0.33562586,CASKIN1,0.4,0.3,0.149305013
13275,0.335616438,FANCA,0.4,0.3,0.149305013
15479,0.335616438,SGCE,0.4,0.3,0.149305013
17356,0.335600907,ATF7IP,0.4,0.3,0.149305013
16150,0.335578002,PSMA1,0.4,0.3,0.149305013
15611,0.33557047,DTHD1,0.4,0.3,0.149305013
10343,0.335526316,SWT1,0.4,0.3,0.149305013
14704,0.335526316,RPAIN,0.4,0.3,0.149305013
4495,0.335517693,POLR3K,0.4,0.3,0.149305013
17464,0.335509138,TET2,0.4,0.3,0.149305013
5975,0.335504886,ZNF408,0.4,0.3,0.149305013
1317,0.335497835,RAB38,0.4,0.3,0.149305013
1060,0.335456476,IGFBP5,0.4,0.3,0.149305013
7586,0.335456476,MCEMP1,0.4,0.3,0.149305013
12049,0.335429769,ASXL1,0.4,0.3,0.149305013
7660,0.335423197,FANCF,0.4,0.3,0.149305013
8202,0.335403727,SEL1L,0.4,0.3,0.149305013
18911,0.335347432,ZNF280B,0.4,0.3,0.149305013
9498,0.335334477,PRIM1,0.4,0.3,0.149305013
3562,0.335329341,SPATA5,0.4,0.3,0.149305013
15957,0.335311573,EEF1D,0.4,0.3,0.149305013
10191,0.335276968,LEFTY2,0.4,0.3,0.149305013
8032,0.335260116,FSCN2,0.4,0.3,0.149305013
8763,0.335260116,TCL1B,0.4,0.3,0.149305013
11137,0.335260116,C1orf87,0.4,0.3,0.149305013
18320,0.335260116,SCGB2B2,0.4,0.3,0.149305013
7110,0.335247667,POLR2L,0.4,0.3,0.149305013
6472,0.335227273,STAT2,0.4,0.3,0.149305013
17246,0.335227273,ZNF641,0.4,0.3,0.149305013
18194,0.335227273,ENSG00000267281,0.4,0.3,0.149305013
9765,0.335204491,HLA-DRB1,0.4,0.3,0.149305013
15,0.335195531,BAIAP2L1,0.4,0.3,0.149305013
7595,0.335180055,PIWIL3,0.4,0.3,0.149305013
2646,0.335164835,DPH1,0.4,0.3,0.149305013
7501,0.335164835,TRAK2,0.4,0.3,0.149305013
9845,0.335158817,ANKRD53,0.4,0.3,0.149305013
3023,0.335135135,CASP6,0.4,0.3,0.149305013
12274,0.33512786,KLF9,0.4,0.3,0.149305013
6718,0.335120643,GIPC3,0.4,0.3,0.149305013
6586,0.335106383,C16orf58,0.4,0.3,0.149305013
16949,0.335106383,RALYL,0.4,0.3,0.149305013
8419,0.335051546,BRAT1,0.4,0.3,0.149305013
9570,0.335051546,ZNF429,0.4,0.3,0.149305013
9543,0.335025381,ZNF100,0.4,0.3,0.149305013
1505,0.334975369,ZNF10,0.4,0.3,0.149305013
3017,0.334975369,TNC,0.4,0.3,0.149305013
18576,0.334939759,FRRS1L,0.4,0.3,0.149305013
18568,0.334935897,HIST2H3PS2,0.4,0.3,0.149305013
9338,0.334883721,SIAH1,0.4,0.3,0.149305013
18933,0.334883721,SGK223,0.4,0.3,0.149305013
5850,0.334876543,PODN,0.4,0.3,0.149305013
7551,0.334867664,ADAP2,0.4,0.3,0.149305013
14156,0.334862385,ASCC2,0.4,0.3,0.149305013
18047,0.334862385,ZNF286B,0.4,0.3,0.149305013
4240,0.334846765,SMAD6,0.4,0.3,0.149305013
14812,0.334846765,ANKRD61,0.4,0.3,0.149305013
3946,0.334814815,IGSF10,0.4,0.3,0.149305013
11586,0.334790756,FPGS,0.4,0.3,0.149305013
7261,0.334770115,TUBA3D,0.4,0.3,0.149305013
1468,0.334763948,ATG14,0.4,0.3,0.149305013
13660,0.334763948,G3BP1,0.4,0.3,0.149305013
16154,0.334757835,DNAJB11,0.4,0.3,0.149305013
5245,0.334745763,ZNF597,0.4,0.3,0.149305013
8262,0.334745763,RUNDC3B,0.4,0.3,0.149305013
18669,0.334745763,FOXI3,0.4,0.3,0.149305013
17807,0.334741288,PSTPIP1,0.4,0.3,0.149305013
11670,0.334728033,DENND1A,0.4,0.3,0.149305013
18266,0.334728033,EML2,0.4,0.3,0.149305013
2457,0.334719335,RAB27B,0.4,0.3,0.149305013
17881,0.334710744,ASIP,0.4,0.3,0.149305013
3625,0.334699454,NFKBIE,0.4,0.3,0.149305013
17876,0.334693878,ENSG00000260342,0.4,0.3,0.149305013
6017,0.334677419,NRIP3,0.4,0.3,0.149305013
13016,0.334677419,BAIAP2L2,0.4,0.3,0.149305013
6345,0.334661355,OAZ3,0.4,0.3,0.149305013
14050,0.334661355,OR51E2,0.4,0.3,0.149305013
865,0.334658188,CD69,0.4,0.3,0.149305013
9812,0.334653465,ANKS1A,0.4,0.3,0.149305013
2065,0.334637965,FHOD1,0.4,0.3,0.149305013
9049,0.33463035,BPIFA1,0.4,0.3,0.149305013
15300,0.33463035,KLHL24,0.4,0.3,0.149305013
6300,0.33460076,HSF5,0.4,0.3,0.149305013
13670,0.334572491,ZKSCAN5,0.4,0.3,0.149305013
5100,0.334545455,TSC22D4,0.4,0.3,0.149305013
16394,0.334545455,MURC,0.4,0.3,0.149305013
18777,0.334545455,RHNO1,0.4,0.3,0.149305013
19140,0.334545455,NSA2,0.4,0.3,0.149305013
14867,0.334542158,ITGA6,0.4,0.3,0.149305013
6348,0.334528689,AURKB,0.4,0.3,0.149305013
14372,0.33452381,RBBP8,0.4,0.3,0.149305013
8464,0.334519573,ZNF383,0.4,0.3,0.149305013
8729,0.334519573,YPEL1,0.4,0.3,0.149305013
14023,0.334519573,CD72,0.4,0.3,0.149305013
17854,0.334519573,TRAF3,0.4,0.3,0.149305013
3135,0.334509527,SLIT1,0.4,0.3,0.149305013
6637,0.334482759,COL26A1,0.4,0.3,0.149305013
15167,0.334482759,ZSCAN30,0.4,0.3,0.149305013
3682,0.334437086,ST18,0.4,0.3,0.149305013
2946,0.33442623,ITGA9,0.4,0.3,0.149305013
8947,0.334420881,TPM4,0.4,0.3,0.149305013
13569,0.334408602,PICALM,0.4,0.3,0.149305013
10330,0.334382376,UCHL5,0.4,0.3,0.149305013
7014,0.334365325,LRSAM1,0.4,0.3,0.149305013
17276,0.334355828,TIMM8B,0.4,0.3,0.149305013
9355,0.334346505,NHEJ1,0.4,0.3,0.149305013
7155,0.334328358,SAV1,0.4,0.3,0.149305013
16511,0.334298119,POLE4,0.4,0.3,0.149305013
16268,0.334293948,CAMSAP3,0.4,0.3,0.149305013
2139,0.334246575,IL36B,0.4,0.3,0.149305013
14408,0.334246575,TUBA3C,0.4,0.3,0.149305013
16878,0.334246575,UTP14C,0.4,0.3,0.149305013
8358,0.334231806,ARHGAP6,0.4,0.3,0.149305013
11333,0.334217507,GTF3C4,0.4,0.3,0.149305013
295,0.334193548,PSMD5,0.4,0.3,0.149305013
18500,0.334158416,TPBGL,0.4,0.3,0.149305013
4034,0.334146341,GPR15,0.4,0.3,0.149305013
2030,0.334128878,AVIL,0.4,0.3,0.149305013
11871,0.334123223,C1QA,0.4,0.3,0.149305013
16216,0.334068357,SERPINE2,0.4,0.3,0.149305013
3522,0.33405876,LRIG1,0.4,0.3,0.149305013
15691,0.334056399,ARHGAP27,0.4,0.3,0.149305013
14496,0.334047109,CCDC85A,0.4,0.3,0.149305013
13258,0.334044824,DCP2,0.4,0.3,0.149305013
14690,0.334024896,MAST4,0.4,0.3,0.149305013
10865,0.334016393,ACTR1A,0.4,0.3,0.149305013
8940,0.333996024,PODNL1,0.4,0.3,0.149305013
15612,0.333994054,MYO16,0.4,0.3,0.149305013
2858,0.333986928,CD80,0.4,0.3,0.149305013
12465,0.333976834,KIAA0319,0.4,0.3,0.149305013
14007,0.333965844,COL4A4,0.4,0.3,0.149305013
18672,0.333948339,PPP6R2,0.4,0.3,0.149305013
12180,0.333892617,PTF1A,0.4,0.3,0.149305013
2414,0.333884298,MYO5C,0.4,0.3,0.149305013
2942,0.333848532,GPN1,0.4,0.3,0.149305013
2256,0.333838384,KIF11,0.4,0.3,0.149305013
18947,0.333825702,SNX12,0.4,0.3,0.149305013
6635,0.333823529,TUBA3E,0.4,0.3,0.149305013
868,0.333819242,SELPLG,0.4,0.3,0.149305013
14542,0.333794057,BCL6,0.4,0.3,0.149305013
16322,0.333734215,ENSG00000173366,0.4,0.3,0.149305013
8022,0.333732057,PPIL2,0.4,0.3,0.149305013
8884,0.333726415,CORO6,0.4,0.3,0.149305013
17121,0.333725029,ARFGAP2,0.4,0.3,0.149305013
12473,0.333705357,TP73,0.4,0.3,0.149305013
2166,0.333696838,RANBP6,0.4,0.3,0.149305013
11850,0.333670374,BMS1,0.4,0.3,0.149305013
5819,0.333630687,RPL13,0.4,0.3,0.149305013
11742,0.333608588,DKK1,0.4,0.3,0.149305013
12699,0.333601286,IPO7,0.4,0.3,0.149305013
15329,0.333601286,GNL3,0.4,0.3,0.149305013
6471,0.333559322,CCNG2,0.4,0.3,0.149305013
72,0.333333333,GABARAPL2,0.4,0.3,0.149305013
140,0.333333333,CEACAM1,0.4,0.3,0.149305013
195,0.333333333,CLDN18,0.4,0.3,0.149305013
466,0.333333333,RSPO4,0.4,0.3,0.149305013
1357,0.333333333,UNC5CL,0.4,0.3,0.149305013
1751,0.333333333,NUTM2F,0.4,0.3,0.149305013
1799,0.333333333,ZNF132,0.4,0.3,0.149305013
2159,0.333333333,PSMB7,0.4,0.3,0.149305013
2306,0.333333333,PSMC1,0.4,0.3,0.149305013
2592,0.333333333,QRICH2,0.4,0.3,0.149305013
2936,0.333333333,DNMT3A,0.4,0.3,0.149305013
3199,0.333333333,ESYT1,0.4,0.3,0.149305013
3218,0.333333333,NOP9,0.4,0.3,0.149305013
3782,0.333333333,KIAA1755,0.4,0.3,0.149305013
3918,0.333333333,ARL14EP,0.4,0.3,0.149305013
4171,0.333333333,GLYATL2,0.4,0.3,0.149305013
4230,0.333333333,C9orf91,0.4,0.3,0.149305013
4343,0.333333333,KIAA0895L,0.4,0.3,0.149305013
4572,0.333333333,ARHGAP15,0.4,0.3,0.149305013
5408,0.333333333,MTBP,0.4,0.3,0.149305013
5612,0.333333333,MRGPRX1,0.4,0.3,0.149305013
5640,0.333333333,OR10H2,0.4,0.3,0.149305013
6249,0.333333333,TMEM134,0.4,0.3,0.149305013
6696,0.333333333,C11orf16,0.4,0.3,0.149305013
6868,0.333333333,PRNT,0.4,0.3,0.149305013
7152,0.333333333,OR2T33,0.4,0.3,0.149305013
7525,0.333333333,CLRN1,0.4,0.3,0.149305013
7669,0.333333333,OLIG2,0.4,0.3,0.149305013
7848,0.333333333,EMILIN3,0.4,0.3,0.149305013
8150,0.333333333,PRELID2,0.4,0.3,0.149305013
8647,0.333333333,LRRC66,0.4,0.3,0.149305013
8709,0.333333333,STMN4,0.4,0.3,0.149305013
8727,0.333333333,ZNF669,0.4,0.3,0.149305013
8738,0.333333333,UPK3BL,0.4,0.3,0.149305013
8787,0.333333333,OR1J4,0.4,0.3,0.149305013
9160,0.333333333,OR5H2,0.4,0.3,0.149305013
9216,0.333333333,MBD6,0.4,0.3,0.149305013
9598,0.333333333,ZXDA,0.4,0.3,0.149305013
9729,0.333333333,OR2M2,0.4,0.3,0.149305013
9979,0.333333333,IPO9,0.4,0.3,0.149305013
10159,0.333333333,TRIM67,0.4,0.3,0.149305013
10160,0.333333333,FAM89A,0.4,0.3,0.149305013
10314,0.333333333,C1orf53,0.4,0.3,0.149305013
10597,0.333333333,S100A13,0.4,0.3,0.149305013
10701,0.333333333,C1orf54,0.4,0.3,0.149305013
10780,0.333333333,F8A2,0.4,0.3,0.149305013
11008,0.333333333,CDR1,0.4,0.3,0.149305013
11123,0.333333333,STX16,0.4,0.3,0.149305013
11233,0.333333333,LCN12,0.4,0.3,0.149305013
11310,0.333333333,TMEM69,0.4,0.3,0.149305013
11629,0.333333333,ZBTB34,0.4,0.3,0.149305013
12005,0.333333333,TSPYL2,0.4,0.3,0.149305013
12248,0.333333333,C1orf127,0.4,0.3,0.149305013
12251,0.333333333,C9orf57,0.4,0.3,0.149305013
12327,0.333333333,FOXD4L4,0.4,0.3,0.149305013
12458,0.333333333,MS4A13,0.4,0.3,0.149305013
12611,0.333333333,CXorf58,0.4,0.3,0.149305013
13316,0.333333333,ARHGAP8,0.4,0.3,0.149305013
13729,0.333333333,CCDC109B,0.4,0.3,0.149305013
13768,0.333333333,ANKRD13B,0.4,0.3,0.149305013
13890,0.333333333,ZNF287,0.4,0.3,0.149305013
14271,0.333333333,ZNF596,0.4,0.3,0.149305013
14308,0.333333333,MS4A4E,0.4,0.3,0.149305013
14741,0.333333333,C5orf55,0.4,0.3,0.149305013
15509,0.333333333,MBIP,0.4,0.3,0.149305013
15631,0.333333333,OR1M1,0.4,0.3,0.149305013
15637,0.333333333,PVR,0.4,0.3,0.149305013
15857,0.333333333,NT5DC2,0.4,0.3,0.149305013
15965,0.333333333,TMEM176B,0.4,0.3,0.149305013
16014,0.333333333,BEGAIN,0.4,0.3,0.149305013
16099,0.333333333,C1orf226,0.4,0.3,0.149305013
16197,0.333333333,SKIL,0.4,0.3,0.149305013
16691,0.333333333,SPDYE2B,0.4,0.3,0.149305013
16921,0.333333333,TRIQK,0.4,0.3,0.149305013
17124,0.333333333,ENSG00000254469,0.4,0.3,0.149305013
17165,0.333333333,MROH1,0.4,0.3,0.149305013
17595,0.333333333,C12orf56,0.4,0.3,0.149305013
17693,0.333333333,RNASEK,0.4,0.3,0.149305013
17832,0.333333333,HCG27,0.4,0.3,0.149305013
17857,0.333333333,KIAA1024L,0.4,0.3,0.149305013
17859,0.333333333,GOLGA8F,0.4,0.3,0.149305013
17927,0.333333333,GOLGA8T,0.4,0.3,0.149305013
17939,0.333333333,GOLGA8J,0.4,0.3,0.149305013
17950,0.333333333,GOLGA8H,0.4,0.3,0.149305013
17986,0.333333333,GOLGA8Q,0.4,0.3,0.149305013
17993,0.333333333,GOLGA8G,0.4,0.3,0.149305013
18304,0.333333333,KLK9,0.4,0.3,0.149305013
18374,0.333333333,MAGIX,0.4,0.3,0.149305013
18501,0.333333333,TLX1NB,0.4,0.3,0.149305013
18751,0.333333333,PANO,0.4,0.3,0.149305013
19023,0.333333333,C8orf31,0.4,0.3,0.149305013
19094,0.333333333,LOC729159,0.4,0.3,0.149305013
19102,0.333333333,C3orf27,0.4,0.3,0.149305013
19179,0.333333333,XKR5,0.4,0.3,0.149305013
2675,0.333112143,ACTR3,0.4,0.3,0.149305013
15752,0.333014354,MYH13,0.4,0.3,0.149305013
522,0.332995951,NUTF2,0.4,0.3,0.149305013
12612,0.332978723,LGR4,0.4,0.3,0.149305013
6049,0.332964602,ERCC4,0.4,0.3,0.149305013
8075,0.332962138,VSTM2B,0.4,0.3,0.149305013
5429,0.332919255,ANKMY2,0.4,0.3,0.149305013
14165,0.332919255,SH3KBP1,0.4,0.3,0.149305013
841,0.332909784,ZPR1,0.4,0.3,0.149305013
1844,0.332874449,KDM6B,0.4,0.3,0.149305013
249,0.332859175,ESF1,0.4,0.3,0.149305013
96,0.332844575,ARHGEF5,0.4,0.3,0.149305013
2089,0.332838039,EDAR,0.4,0.3,0.149305013
4224,0.332838039,MYO1E,0.4,0.3,0.149305013
16102,0.332833583,TMEM130,0.4,0.3,0.149305013
7185,0.332805071,LRCH2,0.4,0.3,0.149305013
14297,0.332786885,SAC3D1,0.4,0.3,0.149305013
13004,0.332784185,RNF6,0.4,0.3,0.149305013
5582,0.33277592,PDILT,0.4,0.3,0.149305013
6946,0.332767402,PFN4,0.4,0.3,0.149305013
4894,0.332760103,ANKS6,0.4,0.3,0.149305013
17220,0.332755633,MYO18A,0.4,0.3,0.149305013
135,0.33271719,ICAM3,0.4,0.3,0.149305013
12828,0.332703214,VPS16,0.4,0.3,0.149305013
6218,0.332669323,LGI4,0.4,0.3,0.149305013
7500,0.332642487,NOC4L,0.4,0.3,0.149305013
7994,0.332633788,ACTL7A,0.4,0.3,0.149305013
15130,0.332627119,ENSG00000235718,0.4,0.3,0.149305013
18864,0.332627119,NRN1,0.4,0.3,0.149305013
17597,0.332596685,RRP12,0.4,0.3,0.149305013
11150,0.33258427,SORBS1,0.4,0.3,0.149305013
5958,0.332574032,NWD2,0.4,0.3,0.149305013
2540,0.332572732,CHD5,0.4,0.3,0.149305013
12545,0.33256351,8-Sep,0.4,0.3,0.149305013
18092,0.332552693,MSMB,0.4,0.3,0.149305013
1870,0.332541568,PABPC1L,0.4,0.3,0.149305013
12460,0.332506203,AJAP1,0.4,0.3,0.149305013
1564,0.3325,ISLR,0.4,0.3,0.149305013
1972,0.332493703,CABLES1,0.4,0.3,0.149305013
3130,0.33248731,RBM6,0.4,0.3,0.149305013
10901,0.332484076,COL11A1,0.4,0.3,0.149305013
11057,0.332467532,GIPC2,0.4,0.3,0.149305013
8641,0.332460733,RASAL3,0.4,0.3,0.149305013
