name,fn_met_active_neigh,genes,max,min,weight
16023,0.409482759,BEND3,0.5,0.4,0.238399462
8704,0.409448819,TSTD2,0.5,0.4,0.238399462
4620,0.409385113,PROK2,0.5,0.4,0.238399462
10057,0.409365559,NOS1AP,0.5,0.4,0.238399462
4033,0.409326425,NRGN,0.5,0.4,0.238399462
17669,0.409294013,DDIT3,0.5,0.4,0.238399462
5641,0.409287257,FGB,0.5,0.4,0.238399462
11449,0.4092827,ZFP69,0.5,0.4,0.238399462
17019,0.409266409,SLC24A4,0.5,0.4,0.238399462
11292,0.409265482,PTEN,0.5,0.4,0.238399462
17109,0.409160305,RAP1GAP,0.5,0.4,0.238399462
1540,0.409138472,RAC2,0.5,0.4,0.238399462
11538,0.409135083,EPHA10,0.5,0.4,0.238399462
3263,0.409090909,ABHD2,0.5,0.4,0.238399462
5848,0.409090909,C9orf131,0.5,0.4,0.238399462
6971,0.409090909,HBA1,0.5,0.4,0.238399462
10186,0.409090909,C1orf95,0.5,0.4,0.238399462
14626,0.409090909,SLC22A23,0.5,0.4,0.238399462
16477,0.409090909,TMEM30C,0.5,0.4,0.238399462
18572,0.409090909,ENSG00000273291,0.5,0.4,0.238399462
1315,0.408977556,C4BPB,0.5,0.4,0.238399462
8791,0.408970976,TPSAB1,0.5,0.4,0.238399462
8805,0.408970976,DPYSL3,0.5,0.4,0.238399462
10505,0.408967391,ARHGEF11,0.5,0.4,0.238399462
6430,0.408945687,CREG2,0.5,0.4,0.238399462
16191,0.408866995,METTL21A,0.5,0.4,0.238399462
18381,0.408839779,C19orf48,0.5,0.4,0.238399462
14902,0.408820024,CPVL,0.5,0.4,0.238399462
19090,0.408817635,CRABP2,0.5,0.4,0.238399462
8450,0.408783784,LIMK2,0.5,0.4,0.238399462
6151,0.408759124,HEG1,0.5,0.4,0.238399462
14915,0.408730159,MPP4,0.5,0.4,0.238399462
1420,0.408710218,LAMP5,0.5,0.4,0.238399462
10150,0.408695652,KIAA1804,0.5,0.4,0.238399462
10472,0.408688656,KCNJ9,0.5,0.4,0.238399462
8803,0.408602151,GJA4,0.5,0.4,0.238399462
2604,0.40858209,RRAGB,0.5,0.4,0.238399462
13142,0.408581368,RAD51,0.5,0.4,0.238399462
7789,0.408577878,PTP4A3,0.5,0.4,0.238399462
4920,0.408547009,FOLR2,0.5,0.4,0.238399462
14643,0.408543264,NCOA1,0.5,0.4,0.238399462
65,0.408536585,AKAP11,0.5,0.4,0.238399462
15021,0.408536585,ENSG00000273303,0.5,0.4,0.238399462
2,0.408459596,FKBP4,0.5,0.4,0.238399462
2150,0.408450704,OR1J1,0.5,0.4,0.238399462
14149,0.408450704,ENSG00000242852,0.5,0.4,0.238399462
15731,0.408450704,ENSG00000242852,0.5,0.4,0.238399462
13185,0.408396947,NEK11,0.5,0.4,0.238399462
6102,0.408333333,CASP3,0.5,0.4,0.238399462
14044,0.408333333,ENSG00000272968,0.5,0.4,0.238399462
7817,0.408304498,OSBP2,0.5,0.4,0.238399462
17728,0.408244681,ZFYVE1,0.5,0.4,0.238399462
2735,0.408181027,MTIF2,0.5,0.4,0.238399462
3784,0.408163265,OCSTAMP,0.5,0.4,0.238399462
4257,0.408163265,PCDHA13,0.5,0.4,0.238399462
7433,0.408163265,OR7A17,0.5,0.4,0.238399462
13243,0.408163265,C15orf27,0.5,0.4,0.238399462
15073,0.408163265,ZBBX,0.5,0.4,0.238399462
17992,0.408099688,ENSG00000261740,0.5,0.4,0.238399462
5212,0.408045977,SLC25A23,0.5,0.4,0.238399462
7522,0.408045977,FAM132A,0.5,0.4,0.238399462
11484,0.408043876,YWHAB,0.5,0.4,0.238399462
15153,0.408025248,PPP6C,0.5,0.4,0.238399462
5096,0.408013083,MRPL16,0.5,0.4,0.238399462
11862,0.408005618,BMPR2,0.5,0.4,0.238399462
4569,0.408,PQLC3,0.5,0.4,0.238399462
18525,0.408,HEBP2,0.5,0.4,0.238399462
3598,0.407992565,GABRA6,0.5,0.4,0.238399462
14032,0.407960199,FITM2,0.5,0.4,0.238399462
15781,0.407948094,ESR1,0.5,0.4,0.238399462
9897,0.407944176,RAB25,0.5,0.4,0.238399462
3772,0.407942238,MS4A2,0.5,0.4,0.238399462
8570,0.407937541,PTK2,0.5,0.4,0.238399462
4052,0.407894737,GPR26,0.5,0.4,0.238399462
6761,0.407894737,OPA3,0.5,0.4,0.238399462
4666,0.407880724,SLMAP,0.5,0.4,0.238399462
13695,0.407878018,MST4,0.5,0.4,0.238399462
18273,0.407821229,ZNF177,0.5,0.4,0.238399462
6654,0.407815631,CDK5R1,0.5,0.4,0.238399462
1962,0.407751938,KIDINS220,0.5,0.4,0.238399462
1553,0.407749077,MTX2,0.5,0.4,0.238399462
10637,0.407692308,MMP21,0.5,0.4,0.238399462
13583,0.407665505,RGL3,0.5,0.4,0.238399462
330,0.407643312,DDTL,0.5,0.4,0.238399462
9656,0.407643312,SPTSSB,0.5,0.4,0.238399462
18805,0.407643312,ZNF229,0.5,0.4,0.238399462
14340,0.407614782,MRPS6,0.5,0.4,0.238399462
2091,0.407608696,GPR45,0.5,0.4,0.238399462
3679,0.407599309,DOCK5,0.5,0.4,0.238399462
10155,0.407594937,EGLN1,0.5,0.4,0.238399462
16084,0.407582938,URM1,0.5,0.4,0.238399462
19336,0.407582938,ENSG00000261832,0.5,0.4,0.238399462
18559,0.407569141,FKBP8,0.5,0.4,0.238399462
8308,0.407563025,PAQR6,0.5,0.4,0.238399462
10273,0.407542579,MDM4,0.5,0.4,0.238399462
3385,0.407514451,SCYL1,0.5,0.4,0.238399462
469,0.407407407,TLDC2,0.5,0.4,0.238399462
4515,0.407407407,C11orf84,0.5,0.4,0.238399462
4803,0.407407407,LEAP2,0.5,0.4,0.238399462
9153,0.407407407,ZNF607,0.5,0.4,0.238399462
19119,0.407407407,TMEM222,0.5,0.4,0.238399462
19294,0.407407407,ENSG00000279402,0.5,0.4,0.238399462
7775,0.407345576,CFD,0.5,0.4,0.238399462
8605,0.407335907,SLC24A5,0.5,0.4,0.238399462
16040,0.407284768,GPR35,0.5,0.4,0.238399462
12080,0.407251265,MAP3K19,0.5,0.4,0.238399462
9457,0.407185629,TOR4A,0.5,0.4,0.238399462
15706,0.407142857,TANGO2,0.5,0.4,0.238399462
15365,0.407135362,TOP2B,0.5,0.4,0.238399462
316,0.407114625,NDUFB7,0.5,0.4,0.238399462
12243,0.407051282,GPR180,0.5,0.4,0.238399462
2145,0.406998158,GYPC,0.5,0.4,0.238399462
4528,0.406926407,RBP7,0.5,0.4,0.238399462
10501,0.406896552,CD5L,0.5,0.4,0.238399462
4721,0.406882591,MFI2,0.5,0.4,0.238399462
3501,0.406876791,PTH2R,0.5,0.4,0.238399462
8269,0.4068745,RTN4,0.5,0.4,0.238399462
12521,0.406866953,GABRD,0.5,0.4,0.238399462
2626,0.406844106,DPP9,0.5,0.4,0.238399462
17107,0.406844106,RNH1,0.5,0.4,0.238399462
10224,0.406813627,NENF,0.5,0.4,0.238399462
4874,0.406779661,DCSTAMP,0.5,0.4,0.238399462
6037,0.406779661,XCR1,0.5,0.4,0.238399462
1480,0.406735751,PHPT1,0.5,0.4,0.238399462
9158,0.406727829,KEL,0.5,0.4,0.238399462
5397,0.406722689,MTCH2,0.5,0.4,0.238399462
5733,0.406692407,SDC2,0.5,0.4,0.238399462
1546,0.406666667,VGF,0.5,0.4,0.238399462
4936,0.406666667,RPUSD4,0.5,0.4,0.238399462
11442,0.40660737,RIMS3,0.5,0.4,0.238399462
19132,0.406574394,GHR,0.5,0.4,0.238399462
9835,0.406504065,PCMTD1,0.5,0.4,0.238399462
15465,0.406459732,TNF,0.5,0.4,0.238399462
5632,0.406451613,SIK2,0.5,0.4,0.238399462
13876,0.406451613,ADM2,0.5,0.4,0.238399462
9539,0.406448876,NF1,0.5,0.4,0.238399462
18330,0.406444319,ENSG00000268643,0.5,0.4,0.238399462
1896,0.406443618,CSNK1G2,0.5,0.4,0.238399462
15704,0.406440383,SYNGAP1,0.5,0.4,0.238399462
3658,0.406424581,NDUFB11,0.5,0.4,0.238399462
9255,0.406402227,SH3PXD2A,0.5,0.4,0.238399462
6205,0.406360424,PRG2,0.5,0.4,0.238399462
3007,0.406332454,VCAN,0.5,0.4,0.238399462
2160,0.40625,OR1L4,0.5,0.4,0.238399462
9435,0.40625,ACTB,0.5,0.4,0.238399462
11620,0.40625,CCDC167,0.5,0.4,0.238399462
11932,0.40625,OR8B2,0.5,0.4,0.238399462
16847,0.406200318,MPP2,0.5,0.4,0.238399462
12112,0.406193078,TPP2,0.5,0.4,0.238399462
4604,0.40617181,MERTK,0.5,0.4,0.238399462
651,0.406169666,ICAM5,0.5,0.4,0.238399462
1888,0.406169666,MYBPH,0.5,0.4,0.238399462
17232,0.40616622,LATS1,0.5,0.4,0.238399462
18491,0.406130268,HSPE1-MOB4,0.5,0.4,0.238399462
6771,0.406113537,TMEM11,0.5,0.4,0.238399462
9492,0.406040268,UNC50,0.5,0.4,0.238399462
4603,0.405990017,TGFA,0.5,0.4,0.238399462
1290,0.405982906,EBPL,0.5,0.4,0.238399462
2380,0.405952381,MPP5,0.5,0.4,0.238399462
4417,0.405951116,FGFR4,0.5,0.4,0.238399462
1423,0.405940594,OTOR,0.5,0.4,0.238399462
18476,0.405940594,CCDC120,0.5,0.4,0.238399462
11743,0.405906378,TLR4,0.5,0.4,0.238399462
2194,0.405904059,NRM,0.5,0.4,0.238399462
9138,0.405860011,HTT,0.5,0.4,0.238399462
3632,0.405797101,TAAR8,0.5,0.4,0.238399462
10509,0.405797101,RRNAD1,0.5,0.4,0.238399462
13306,0.405797101,FAXC,0.5,0.4,0.238399462
17782,0.405797101,OR13A1,0.5,0.4,0.238399462
11746,0.405769231,FGR,0.5,0.4,0.238399462
2785,0.405759162,CAPG,0.5,0.4,0.238399462
16924,0.405714286,PCDHGA6,0.5,0.4,0.238399462
14649,0.405633803,SLC25A19,0.5,0.4,0.238399462
3801,0.405629139,MMP10,0.5,0.4,0.238399462
7523,0.405579399,CREB3L2,0.5,0.4,0.238399462
9227,0.405551794,FAS,0.5,0.4,0.238399462
11969,0.405549626,CDC14B,0.5,0.4,0.238399462
11658,0.405534975,SRC,0.5,0.4,0.238399462
13832,0.405507745,PPP1CB,0.5,0.4,0.238399462
2919,0.405498282,RAPGEFL1,0.5,0.4,0.238399462
12364,0.405498282,SHB,0.5,0.4,0.238399462
683,0.405405405,HGF,0.5,0.4,0.238399462
7535,0.405405405,SNN,0.5,0.4,0.238399462
7941,0.405405405,OIT3,0.5,0.4,0.238399462
10661,0.405405405,FAM24A,0.5,0.4,0.238399462
10758,0.405405405,RRAGD,0.5,0.4,0.238399462
14411,0.405405405,ZNF705G,0.5,0.4,0.238399462
14878,0.405405405,CATSPERG,0.5,0.4,0.238399462
16015,0.405405405,ZNF619,0.5,0.4,0.238399462
16396,0.405405405,EFCAB10,0.5,0.4,0.238399462
18391,0.405405405,ENSG00000268870,0.5,0.4,0.238399462
2870,0.405292479,YWHAE,0.5,0.4,0.238399462
1911,0.405183474,KRAS,0.5,0.4,0.238399462
3025,0.405176261,EGF,0.5,0.4,0.238399462
9671,0.405172414,ZNF705A,0.5,0.4,0.238399462
997,0.40513942,TRIM23,0.5,0.4,0.238399462
13445,0.405080214,STX2,0.5,0.4,0.238399462
1146,0.405063291,STBD1,0.5,0.4,0.238399462
5464,0.405063291,STARD5,0.5,0.4,0.238399462
13957,0.405063291,ACBD5,0.5,0.4,0.238399462
10454,0.405010438,KLHDC9,0.5,0.4,0.238399462
12846,0.405010438,RRAGA,0.5,0.4,0.238399462
546,0.404984424,WFDC1,0.5,0.4,0.238399462
1856,0.404978459,SNAP25,0.5,0.4,0.238399462
17777,0.404977723,AKT1,0.5,0.4,0.238399462
18069,0.404938272,YES1,0.5,0.4,0.238399462
16229,0.404929577,KIAA1549,0.5,0.4,0.238399462
7534,0.404907975,ZNF662,0.5,0.4,0.238399462
10745,0.404907975,GJA10,0.5,0.4,0.238399462
6377,0.404878049,GRINA,0.5,0.4,0.238399462
4740,0.404871626,MST1R,0.5,0.4,0.238399462
10296,0.404844291,TIMM17A,0.5,0.4,0.238399462
3833,0.404816514,FREM2,0.5,0.4,0.238399462
3266,0.404761905,MFGE8,0.5,0.4,0.238399462
6374,0.404761905,OR10Q1,0.5,0.4,0.238399462
7663,0.404761905,OR2T34,0.5,0.4,0.238399462
16492,0.404761905,ERVW-1,0.5,0.4,0.238399462
16669,0.404761905,SV2C,0.5,0.4,0.238399462
8506,0.404741001,UBE3B,0.5,0.4,0.238399462
6793,0.404726736,TIMM22,0.5,0.4,0.238399462
3394,0.404705882,FXYD7,0.5,0.4,0.238399462
2618,0.404674047,KCNQ4,0.5,0.4,0.238399462
10493,0.404665314,SPTA1,0.5,0.4,0.238399462
16187,0.404624277,ENSG00000270011,0.5,0.4,0.238399462
10153,0.404580153,DISC1,0.5,0.4,0.238399462
17721,0.404580153,AACT,0.5,0.4,0.238399462
1947,0.404564315,EDEM1,0.5,0.4,0.238399462
12876,0.404564315,AMELX,0.5,0.4,0.238399462
11366,0.404558405,IPO13,0.5,0.4,0.238399462
18691,0.404545455,PCDHB9,0.5,0.4,0.238399462
1733,0.404533566,MAP3K10,0.5,0.4,0.238399462
5894,0.404522613,CLOCK,0.5,0.4,0.238399462
7895,0.404494382,RNASE10,0.5,0.4,0.238399462
12360,0.404494382,IGFBPL1,0.5,0.4,0.238399462
2508,0.404475043,PKD1,0.5,0.4,0.238399462
7975,0.404444444,RGS9BP,0.5,0.4,0.238399462
15785,0.404411765,HHATL,0.5,0.4,0.238399462
3520,0.404371585,STAC,0.5,0.4,0.238399462
3509,0.40433213,CTDSP1,0.5,0.4,0.238399462
1712,0.404296875,HRC,0.5,0.4,0.238399462
9577,0.404287902,PLXNB1,0.5,0.4,0.238399462
12123,0.404276986,FGF14,0.5,0.4,0.238399462
5779,0.404255319,MRC2,0.5,0.4,0.238399462
13399,0.404255319,ZNF233,0.5,0.4,0.238399462
13886,0.404255319,ZNF32,0.5,0.4,0.238399462
12932,0.404181185,MTIF3,0.5,0.4,0.238399462
2786,0.404166667,MAP4K3,0.5,0.4,0.238399462
6956,0.404166667,TNNI3K,0.5,0.4,0.238399462
1534,0.404145078,CDC42EP1,0.5,0.4,0.238399462
7389,0.404109589,KCNK12,0.5,0.4,0.238399462
13499,0.404099561,STT3A,0.5,0.4,0.238399462
10669,0.40408805,SEMA6C,0.5,0.4,0.238399462
11348,0.40408805,POLH,0.5,0.4,0.238399462
15574,0.404081633,SLC35G1,0.5,0.4,0.238399462
6623,0.404040404,CLDN22,0.5,0.4,0.238399462
17554,0.403981265,EIF2S3L,0.5,0.4,0.238399462
17964,0.40397351,KIAA0513,0.5,0.4,0.238399462
9450,0.403915171,POTEF,0.5,0.4,0.238399462
8212,0.403908795,ZFYVE16,0.5,0.4,0.238399462
1414,0.403846154,GNRH2,0.5,0.4,0.238399462
5381,0.403846154,OR5A1,0.5,0.4,0.238399462
9150,0.403846154,C2orf27A,0.5,0.4,0.238399462
5407,0.403832505,HSPB3,0.5,0.4,0.238399462
5436,0.403810695,CDC25A,0.5,0.4,0.238399462
1058,0.403805497,REG1A,0.5,0.4,0.238399462
7495,0.403785489,EFNA5,0.5,0.4,0.238399462
15783,0.403726708,CA10,0.5,0.4,0.238399462
1222,0.403712297,RDH10,0.5,0.4,0.238399462
10044,0.403703704,ARHGEF10L,0.5,0.4,0.238399462
12452,0.403703704,PGA4,0.5,0.4,0.238399462
13128,0.403703704,GPR78,0.5,0.4,0.238399462
6636,0.403654485,ZDHHC22,0.5,0.4,0.238399462
4043,0.403636364,NEIL2,0.5,0.4,0.238399462
17349,0.403628118,ABCB9,0.5,0.4,0.238399462
10711,0.403614458,BOLA1,0.5,0.4,0.238399462
15454,0.403578529,SPATA13,0.5,0.4,0.238399462
7976,0.403571429,KLHDC10,0.5,0.4,0.238399462
16093,0.403571429,SLC25A48,0.5,0.4,0.238399462
17821,0.403547672,GPR176,0.5,0.4,0.238399462
60,0.403508772,PSD,0.5,0.4,0.238399462
1201,0.403508772,PCDHB12,0.5,0.4,0.238399462
15299,0.403508772,ZNF746,0.5,0.4,0.238399462
16621,0.403508772,ENSG00000272414,0.5,0.4,0.238399462
4670,0.403498542,SYN1,0.5,0.4,0.238399462
2841,0.403474903,DARS,0.5,0.4,0.238399462
18265,0.403448276,FAM20A,0.5,0.4,0.238399462
15000,0.403441683,NFATC4,0.5,0.4,0.238399462
13946,0.403314917,ZNF134,0.5,0.4,0.238399462
11878,0.403278689,RXRB,0.5,0.4,0.238399462
18640,0.403263403,SLC25A14,0.5,0.4,0.238399462
2884,0.403252033,RASGEF1B,0.5,0.4,0.238399462
12632,0.403225806,PTCHD1,0.5,0.4,0.238399462
14317,0.403225806,LCMT1,0.5,0.4,0.238399462
4834,0.403189066,CHMP4C,0.5,0.4,0.238399462
16,0.403162055,CACNG3,0.5,0.4,0.238399462
2538,0.403141361,GLP2R,0.5,0.4,0.238399462
14230,0.403131115,CRHR1,0.5,0.4,0.238399462
243,0.403125,EPS8L1,0.5,0.4,0.238399462
11964,0.40311804,ATF6B,0.5,0.4,0.238399462
16112,0.403071017,FGF12,0.5,0.4,0.238399462
18895,0.403050109,NDFIP2,0.5,0.4,0.238399462
11176,0.403041825,RCAN2,0.5,0.4,0.238399462
17581,0.403005464,TIMM50,0.5,0.4,0.238399462
11879,0.403005008,AR,0.5,0.4,0.238399462
6313,0.402985075,ZNF491,0.5,0.4,0.238399462
12016,0.402985075,PADI2,0.5,0.4,0.238399462
18286,0.402985075,SLC25A53,0.5,0.4,0.238399462
16970,0.402962206,IKBKB,0.5,0.4,0.238399462
8634,0.402936378,FPR3,0.5,0.4,0.238399462
13838,0.402930403,CHCHD2,0.5,0.4,0.238399462
4790,0.40291807,UBLCP1,0.5,0.4,0.238399462
14291,0.402912621,SLC25A45,0.5,0.4,0.238399462
18323,0.402912621,ZNF626,0.5,0.4,0.238399462
17204,0.402877698,HCAR3,0.5,0.4,0.238399462
13237,0.402797203,TYRP1,0.5,0.4,0.238399462
10193,0.402777778,GPR31,0.5,0.4,0.238399462
6180,0.402766477,CTBP2,0.5,0.4,0.238399462
2593,0.402761795,TIMP2,0.5,0.4,0.238399462
7163,0.402761795,GSK3B,0.5,0.4,0.238399462
15883,0.402739726,METTL6,0.5,0.4,0.238399462
12905,0.402714932,HUS1B,0.5,0.4,0.238399462
599,0.402684564,TNFRSF10A,0.5,0.4,0.238399462
2113,0.402684564,TTC5,0.5,0.4,0.238399462
6950,0.402684564,PGA3,0.5,0.4,0.238399462
12429,0.402649007,AHNAK,0.5,0.4,0.238399462
10494,0.402640264,ARHGAP18,0.5,0.4,0.238399462
8815,0.402631579,NEK10,0.5,0.4,0.238399462
17473,0.402597403,RASSF3,0.5,0.4,0.238399462
13478,0.402569593,PLD4,0.5,0.4,0.238399462
18223,0.402564103,TRMT1,0.5,0.4,0.238399462
10037,0.402550091,ARHGEF15,0.5,0.4,0.238399462
12386,0.402547771,TRDMT1,0.5,0.4,0.238399462
2876,0.402542373,CRYGD,0.5,0.4,0.238399462
767,0.402515723,CRYBA1,0.5,0.4,0.238399462
7000,0.402493321,MMP1,0.5,0.4,0.238399462
9131,0.40247678,LARGE,0.5,0.4,0.238399462
2654,0.402439024,A1BG,0.5,0.4,0.238399462
11255,0.402439024,GLT6D1,0.5,0.4,0.238399462
6998,0.402414487,RHBDF2,0.5,0.4,0.238399462
11836,0.402411454,MUSK,0.5,0.4,0.238399462
3889,0.402404121,TJP1,0.5,0.4,0.238399462
6657,0.402356902,MAF1,0.5,0.4,0.238399462
17469,0.402332362,APC2,0.5,0.4,0.238399462
67,0.402329275,CDH17,0.5,0.4,0.238399462
8558,0.40232859,ARHGEF3,0.5,0.4,0.238399462
6786,0.402272727,GHRHR,0.5,0.4,0.238399462
11513,0.402247191,JPH2,0.5,0.4,0.238399462
2608,0.402234637,SAMHD1,0.5,0.4,0.238399462
8756,0.402190923,PARD6G,0.5,0.4,0.238399462
3414,0.402162162,PRDM16,0.5,0.4,0.238399462
10242,0.402124431,CD55,0.5,0.4,0.238399462
7905,0.402120141,KCND2,0.5,0.4,0.238399462
717,0.402116402,WASL,0.5,0.4,0.238399462
963,0.402105263,MEP1A,0.5,0.4,0.238399462
2164,0.402105263,DERL1,0.5,0.4,0.238399462
2674,0.402105263,SYP,0.5,0.4,0.238399462
1957,0.402088773,LAMTOR5,0.5,0.4,0.238399462
7427,0.402088773,ARHGEF37,0.5,0.4,0.238399462
3667,0.402061856,DOCK11,0.5,0.4,0.238399462
7937,0.402044293,MRPL12,0.5,0.4,0.238399462
8876,0.40201005,JPH1,0.5,0.4,0.238399462
304,0.402004454,VCL,0.5,0.4,0.238399462
11103,0.402002861,DNAJC6,0.5,0.4,0.238399462
13184,0.402,RNMT,0.5,0.4,0.238399462
17461,0.401988636,PLXNB3,0.5,0.4,0.238399462
12414,0.401982379,PCDH8,0.5,0.4,0.238399462
6210,0.401974612,ELMO1,0.5,0.4,0.238399462
3523,0.401937046,ITIH1,0.5,0.4,0.238399462
8004,0.401937046,HOMER1,0.5,0.4,0.238399462
11362,0.401913876,SFTPA2,0.5,0.4,0.238399462
17638,0.401847575,LIN7A,0.5,0.4,0.238399462
15983,0.401840491,AFAP1,0.5,0.4,0.238399462
10375,0.401812689,RALGPS2,0.5,0.4,0.238399462
18408,0.401785714,ENSG00000269533,0.5,0.4,0.238399462
18431,0.401785714,ENSG00000268133,0.5,0.4,0.238399462
15294,0.401769912,EIF2B4,0.5,0.4,0.238399462
12935,0.401759531,AIPL1,0.5,0.4,0.238399462
7473,0.401746725,CNGA2,0.5,0.4,0.238399462
17182,0.401746725,SAA2,0.5,0.4,0.238399462
14168,0.401718582,ARHGEF12,0.5,0.4,0.238399462
1708,0.401709402,ZNF747,0.5,0.4,0.238399462
16008,0.401709402,ZNF284,0.5,0.4,0.238399462
18260,0.401709402,APOC4,0.5,0.4,0.238399462
1080,0.401639344,PLEK,0.5,0.4,0.238399462
16440,0.401561145,CAMKV,0.5,0.4,0.238399462
13305,0.401532567,EPHA6,0.5,0.4,0.238399462
3595,0.401486989,LECT2,0.5,0.4,0.238399462
5371,0.401408451,SPRY3,0.5,0.4,0.238399462
16660,0.401408451,GALNTL6,0.5,0.4,0.238399462
10332,0.401280683,RGS1,0.5,0.4,0.238399462
4917,0.401278977,CFL2,0.5,0.4,0.238399462
17987,0.401273885,OST4,0.5,0.4,0.238399462
7548,0.401253918,SLC25A21,0.5,0.4,0.238399462
2032,0.401234568,LACRT,0.5,0.4,0.238399462
14674,0.401229823,HIPK2,0.5,0.4,0.238399462
4167,0.401197605,ZDHHC5,0.5,0.4,0.238399462
2895,0.401129944,CDH10,0.5,0.4,0.238399462
12757,0.401129944,STEAP4,0.5,0.4,0.238399462
10237,0.401106501,PLXNA2,0.5,0.4,0.238399462
9783,0.401098901,ERGIC2,0.5,0.4,0.238399462
6776,0.401069519,C3orf58,0.5,0.4,0.238399462
989,0.401035444,IL4,0.5,0.4,0.238399462
19054,0.401015228,ZNF658,0.5,0.4,0.238399462
13637,0.400996264,JUP,0.5,0.4,0.238399462
9693,0.400966184,TIAF1,0.5,0.4,0.238399462
743,0.400954654,FKTN,0.5,0.4,0.238399462
15679,0.400943396,VKORC1L1,0.5,0.4,0.238399462
14354,0.400869093,MAP3K1,0.5,0.4,0.238399462
16024,0.400854397,PTPRC,0.5,0.4,0.238399462
10200,0.400771775,PARK2,0.5,0.4,0.238399462
15786,0.400763359,OXR1,0.5,0.4,0.238399462
2096,0.400756144,PLXNC1,0.5,0.4,0.238399462
5213,0.400742115,ANGPTL4,0.5,0.4,0.238399462
8344,0.400722022,STARD13,0.5,0.4,0.238399462
2291,0.400688863,SYT1,0.5,0.4,0.238399462
7334,0.400681044,FTSJ1,0.5,0.4,0.238399462
1660,0.400670578,FKBP6,0.5,0.4,0.238399462
5434,0.400654129,NTSR2,0.5,0.4,0.238399462
15215,0.400627615,EPS15L1,0.5,0.4,0.238399462
2146,0.40060698,LRRC8A,0.5,0.4,0.238399462
12096,0.400516796,CTRC,0.5,0.4,0.238399462
14660,0.400494438,MDK,0.5,0.4,0.238399462
10101,0.400465658,CD47,0.5,0.4,0.238399462
13796,0.400444115,MATK,0.5,0.4,0.238399462
283,0.400428266,UNC13D,0.5,0.4,0.238399462
5721,0.400406504,PCDHGC4,0.5,0.4,0.238399462
8334,0.400372439,CDK10,0.5,0.4,0.238399462
2557,0.400362319,PCSK2,0.5,0.4,0.238399462
13043,0.400355872,SNPH,0.5,0.4,0.238399462
9740,0.400311526,PLXNA4,0.5,0.4,0.238399462
15543,0.400304414,ERAP2,0.5,0.4,0.238399462
4202,0.400289017,HTR5A,0.5,0.4,0.238399462
9901,0.40027137,CYTH1,0.5,0.4,0.238399462
11599,0.400265957,STXBP1,0.5,0.4,0.238399462
5856,0.400191939,MLKL,0.5,0.4,0.238399462
832,0.400147384,IL2,0.5,0.4,0.238399462
25,0.4,WDR54,0.4,0.4,0.238399462
662,0.4,EPOR,0.4,0.4,0.238399462
846,0.4,PUS3,0.4,0.4,0.238399462
1503,0.4,SYNGR3,0.4,0.4,0.238399462
2438,0.4,FLT4,0.4,0.4,0.238399462
2888,0.4,RAPGEF2,0.4,0.4,0.238399462
3460,0.4,PPFIA4,0.4,0.4,0.238399462
3746,0.4,ENDOD1,0.4,0.4,0.238399462
4194,0.4,ZFYVE9,0.4,0.4,0.238399462
4580,0.4,C2orf44,0.4,0.4,0.238399462
5826,0.4,IQCF1,0.4,0.4,0.238399462
5901,0.4,GP6,0.4,0.4,0.238399462
6206,0.4,ZNF654,0.4,0.4,0.238399462
6972,0.4,OR6B3,0.4,0.4,0.238399462
7570,0.4,FAM212A,0.4,0.4,0.238399462
8835,0.4,POMGNT2,0.4,0.4,0.238399462
9202,0.4,ZNF140,0.4,0.4,0.238399462
9849,0.4,ITGB1BP1,0.4,0.4,0.238399462
10016,0.4,VEPH1,0.4,0.4,0.238399462
10911,0.4,HIAT1,0.4,0.4,0.238399462
12350,0.4,ATXN2,0.4,0.4,0.238399462
12459,0.4,ERICH4,0.4,0.4,0.238399462
12482,0.4,ARHGEF16,0.4,0.4,0.238399462
12813,0.4,OR52A1,0.4,0.4,0.238399462
13055,0.4,TMEM52B,0.4,0.4,0.238399462
13266,0.4,CCDC154,0.4,0.4,0.238399462
13327,0.4,COX16,0.4,0.4,0.238399462
13896,0.4,VCPKMT,0.4,0.4,0.238399462
13944,0.4,ZNF586,0.4,0.4,0.238399462
13961,0.4,KNCN,0.4,0.4,0.238399462
14541,0.4,STEAP1B,0.4,0.4,0.238399462
15248,0.4,OR5K2,0.4,0.4,0.238399462
15826,0.4,PAQR8,0.4,0.4,0.238399462
15933,0.4,ZNF230,0.4,0.4,0.238399462
16113,0.4,HID1,0.4,0.4,0.238399462
16701,0.4,EYS,0.4,0.4,0.238399462
16741,0.4,CAGE1,0.4,0.4,0.238399462
16796,0.4,ENSG00000273217,0.4,0.4,0.238399462
17063,0.4,GYLTL1B,0.4,0.4,0.238399462
17318,0.4,TARM1,0.4,0.4,0.238399462
17369,0.4,NPIPB5,0.4,0.4,0.238399462
17813,0.4,PEAK1,0.4,0.4,0.238399462
18169,0.4,C18orf21,0.4,0.4,0.238399462
18182,0.4,PRCD,0.4,0.4,0.238399462
18193,0.4,ENSG00000267335,0.4,0.4,0.238399462
18270,0.4,PSENEN,0.4,0.4,0.238399462
18397,0.4,ZNF480,0.4,0.4,0.238399462
18964,0.4,SMIM22,0.4,0.4,0.238399462
19162,0.4,GOLGA6L22,0.4,0.4,0.238399462
19267,0.4,ENSG00000280178,0.4,0.4,0.238399462
